AÑO,CATEGORIAS,ANALISIS,CANALES DE VENTA,CANTIDAD
2004,"Bolleria, pastelería, galletas y cereales",Valor (miles de euros),Economato/Coop.,4714.93
2004,Productos navideños,Valor (miles de euros),Economato/Coop.,784.74
2004,Chocolates,Valor (miles de euros),Economato/Coop.,2057.28
2004,Arroz,Valor (miles de euros),Economato/Coop.,787.89
2004,Pastas,Valor (miles de euros),Economato/Coop.,750.06
2004,Azucar,Valor (miles de euros),Economato/Coop.,537.57
2004,Edulcorante,Valor (miles de euros),Economato/Coop.,0.0
2004,Legumbres,Valor (miles de euros),Economato/Coop.,1328.85
2004,Aceites,Valor (miles de euros),Economato/Coop.,43014.16
2004,Margarinas,Valor (miles de euros),Economato/Coop.,192.43
2004,Aceitunas,Valor (miles de euros),Economato/Coop.,433.52
2004,Vinos,Valor (miles de euros),Economato/Coop.,14552.2
2004,Cervezas,Valor (miles de euros),Economato/Coop.,1957.88
2004,Vinagres,Valor (miles de euros),Economato/Coop.,134.49
2004,Patatas,Valor (miles de euros),Economato/Coop.,4920.3
2004,Hortalizas frescas,Valor (miles de euros),Economato/Coop.,5287.01
2004,Frutas frescas,Valor (miles de euros),Economato/Coop.,10761.84
2004,Frutos secos,Valor (miles de euros),Economato/Coop.,2498.69
2004,Frutas y hortalizas transformadas,Valor (miles de euros),Economato/Coop.,2628.31
2004,Platos preparados,Valor (miles de euros),Economato/Coop.,2265.05
2004,Cafes e infusiones,Valor (miles de euros),Economato/Coop.,1711.99
2004,Caldos,Valor (miles de euros),Economato/Coop.,297.77
2004,Salsas,Valor (miles de euros),Economato/Coop.,536.52
2004,Gaseosas y bebidas refrescantes,Valor (miles de euros),Economato/Coop.,4025.67
2004,Otros productos en peso,Valor (miles de euros),Economato/Coop.,1310.81
2004,Otros productos en volumen,Valor (miles de euros),Economato/Coop.,425.98
2004,Miel,Volumen (miles de kg o litros),Economato/Coop.,179.22
2004,Carne,Volumen (miles de kg o litros),Economato/Coop.,6771.1100000000015
2004,Pescados y mariscos,Volumen (miles de kg o litros),Economato/Coop.,2282.0
2004,Leche líquida,Volumen (miles de kg o litros),Economato/Coop.,13312.7
2004,Otras leches,Volumen (miles de kg o litros),Economato/Coop.,0.0
2004,Derivados lacteos,Volumen (miles de kg o litros),Economato/Coop.,3099.43
2004,Pan,Volumen (miles de kg o litros),Economato/Coop.,6512.499999999999
2004,"Bolleria, pastelería, galletas y cereales",Volumen (miles de kg o litros),Economato/Coop.,1067.0600000000002
2004,Productos navideños,Volumen (miles de kg o litros),Economato/Coop.,107.68
2004,Chocolates,Volumen (miles de kg o litros),Economato/Coop.,338.51
2004,Arroz,Volumen (miles de kg o litros),Economato/Coop.,717.5999999999999
2004,Pastas,Volumen (miles de kg o litros),Economato/Coop.,444.03
2004,Azucar,Volumen (miles de kg o litros),Economato/Coop.,577.3
2004,Edulcorante,Volumen (miles de kg o litros),Economato/Coop.,0.0
2004,Legumbres,Volumen (miles de kg o litros),Economato/Coop.,689.7199999999999
2004,Aceites,Volumen (miles de kg o litros),Economato/Coop.,16551.45
2004,Margarinas,Volumen (miles de kg o litros),Economato/Coop.,66.55999999999999
2004,Aceitunas,Volumen (miles de kg o litros),Economato/Coop.,189.4
2004,Vinos,Volumen (miles de kg o litros),Economato/Coop.,12214.319999999998
2004,Cervezas,Volumen (miles de kg o litros),Economato/Coop.,1930.06
2004,Vinagres,Volumen (miles de kg o litros),Economato/Coop.,174.44
2004,Patatas,Volumen (miles de kg o litros),Economato/Coop.,7949.91
2004,Hortalizas frescas,Volumen (miles de kg o litros),Economato/Coop.,3850.84
2004,Frutas frescas,Volumen (miles de kg o litros),Economato/Coop.,10647.6
2004,Frutos secos,Volumen (miles de kg o litros),Economato/Coop.,449.4200000000001
2004,Frutas y hortalizas transformadas,Volumen (miles de kg o litros),Economato/Coop.,1505.23
2004,Platos preparados,Volumen (miles de kg o litros),Economato/Coop.,943.77
2004,Cafes e infusiones,Volumen (miles de kg o litros),Economato/Coop.,228.61
2004,Caldos,Volumen (miles de kg o litros),Economato/Coop.,39.46999999999999
2004,Salsas,Volumen (miles de kg o litros),Economato/Coop.,181.46
2004,Gaseosas y bebidas refrescantes,Volumen (miles de kg o litros),Economato/Coop.,6130.66
2004,Otros productos en peso,Volumen (miles de kg o litros),Economato/Coop.,1015.9000000000001
2004,Otros productos en volumen,Volumen (miles de kg o litros),Economato/Coop.,264.01
2005,Miel,Valor (miles de euros),Economato/Coop.,1119.01
2005,Carne,Valor (miles de euros),Economato/Coop.,53330.390000000014
2005,Pescados y mariscos,Valor (miles de euros),Economato/Coop.,17071.39
2005,Leche líquida,Valor (miles de euros),Economato/Coop.,11153.820000000002
2005,Otras leches,Valor (miles de euros),Economato/Coop.,194.39
2005,Derivados lacteos,Valor (miles de euros),Economato/Coop.,21412.399999999998
2005,Pan,Valor (miles de euros),Economato/Coop.,11126.550000000001
2005,"Bolleria, pastelería, galletas y cereales",Valor (miles de euros),Economato/Coop.,6134.139999999999
2005,Productos navideños,Valor (miles de euros),Economato/Coop.,2208.09
2005,Chocolates,Valor (miles de euros),Economato/Coop.,2729.2899999999995
2005,Arroz,Valor (miles de euros),Economato/Coop.,1012.58
2005,Pastas,Valor (miles de euros),Economato/Coop.,891.0200000000002
2005,Azucar,Valor (miles de euros),Economato/Coop.,618.0699999999999
2005,Edulcorante,Valor (miles de euros),Economato/Coop.,55.730000000000004
2005,Legumbres,Valor (miles de euros),Economato/Coop.,1364.39
2005,Aceites,Valor (miles de euros),Economato/Coop.,49868.97
2005,Margarinas,Valor (miles de euros),Economato/Coop.,331.0
2005,Aceitunas,Valor (miles de euros),Economato/Coop.,578.6600000000001
2005,Vinos,Valor (miles de euros),Economato/Coop.,13262.57
2005,Cervezas,Valor (miles de euros),Economato/Coop.,2218.5000000000005
2005,Vinagres,Valor (miles de euros),Economato/Coop.,112.77
2005,Patatas,Valor (miles de euros),Economato/Coop.,3613.98
2005,Hortalizas frescas,Valor (miles de euros),Economato/Coop.,7837.41
2005,Frutas frescas,Valor (miles de euros),Economato/Coop.,13765.010000000002
2005,Frutos secos,Valor (miles de euros),Economato/Coop.,3515.1600000000003
2005,Frutas y hortalizas transformadas,Valor (miles de euros),Economato/Coop.,3726.83
2005,Platos preparados,Valor (miles de euros),Economato/Coop.,2420.87
2005,Cafes e infusiones,Valor (miles de euros),Economato/Coop.,2387.4799999999996
2005,Caldos,Valor (miles de euros),Economato/Coop.,492.21
2005,Salsas,Valor (miles de euros),Economato/Coop.,719.48
2005,Gaseosas y bebidas refrescantes,Valor (miles de euros),Economato/Coop.,4064.2300000000005
2005,Masas,Valor (miles de euros),Economato/Coop.,116.6
2005,Harinas y semolas,Valor (miles de euros),Economato/Coop.,172.46000000000004
2005,Encurtidos,Valor (miles de euros),Economato/Coop.,146.28
2005,Especias,Valor (miles de euros),Economato/Coop.,297.32
2005,Sal,Valor (miles de euros),Economato/Coop.,47.86000000000001
2005,Otros productos en peso,Valor (miles de euros),Economato/Coop.,886.02
2005,Otros productos en volumen,Valor (miles de euros),Economato/Coop.,521.05
2005,Miel,Volumen (miles de kg o litros),Economato/Coop.,200.87
2005,Carne,Volumen (miles de kg o litros),Economato/Coop.,9923.77
2005,Pescados y mariscos,Volumen (miles de kg o litros),Economato/Coop.,2476.93
2005,Leche líquida,Volumen (miles de kg o litros),Economato/Coop.,15814.810000000001
2005,Otras leches,Volumen (miles de kg o litros),Economato/Coop.,31.450000000000003
2005,Derivados lacteos,Volumen (miles de kg o litros),Economato/Coop.,4946.08
2005,Pan,Volumen (miles de kg o litros),Economato/Coop.,6693.17
2005,"Bolleria, pastelería, galletas y cereales",Volumen (miles de kg o litros),Economato/Coop.,1405.6000000000004
2005,Productos navideños,Volumen (miles de kg o litros),Economato/Coop.,391.7
