AÑO,CATEGORIAS,ANALISIS,COMUNIDAD AUTONOMA,CANTIDAD
2000,Hortalizas frescas,Consumo x cápita (miles de kg o litros),MURCIA,58.20684900570949
2000,Frutas frescas,Consumo x cápita (miles de kg o litros),MURCIA,75.64662446409253
2000,Frutos secos,Consumo x cápita (miles de kg o litros),MURCIA,2.31430765681032
2000,Frutas y hortalizas transformadas,Consumo x cápita (miles de kg o litros),MURCIA,12.497310728831
2000,Platos preparados,Consumo x cápita (miles de kg o litros),MURCIA,6.963663433645555
2000,Cafes e infusiones,Consumo x cápita (miles de kg o litros),MURCIA,1.3084304637990354
2000,Caldos,Consumo x cápita (miles de kg o litros),MURCIA,0.17518284108042728
2000,Salsas,Consumo x cápita (miles de kg o litros),MURCIA,1.6650482668863982
2000,Gaseosas y bebidas refrescantes,Consumo x cápita (miles de kg o litros),MURCIA,40.183174834845794
2000,Otros productos en peso,Consumo x cápita (miles de kg o litros),MURCIA,6.074574801354554
2000,Otros productos en volumen,Consumo x cápita (miles de kg o litros),MURCIA,1.0776046282950955
2000,Miel,Gasto x cápita (miles de euros),MURCIA,1.3791438033049224
2000,Carne,Gasto x cápita (miles de euros),MURCIA,202.73540891010202
2000,Pescados y mariscos,Gasto x cápita (miles de euros),MURCIA,116.39731375093739
2000,Leche líquida,Gasto x cápita (miles de euros),MURCIA,49.811423425220966
2000,Otras leches,Gasto x cápita (miles de euros),MURCIA,1.8205841045475568
2000,Derivados lacteos,Gasto x cápita (miles de euros),MURCIA,68.91636178740445
2000,Pan,Gasto x cápita (miles de euros),MURCIA,78.81406003508623
2000,"Bolleria, pastelería, galletas y cereales",Gasto x cápita (miles de euros),MURCIA,40.03348547979998
2000,Productos navideños,Gasto x cápita (miles de euros),MURCIA,8.290068965563904
2000,Chocolates,Gasto x cápita (miles de euros),MURCIA,12.333036031031378
2000,Arroz,Gasto x cápita (miles de euros),MURCIA,5.030611698214089
2000,Pastas,Gasto x cápita (miles de euros),MURCIA,3.0956023170200173
2000,Azucar,Gasto x cápita (miles de euros),MURCIA,6.131020254176253
2000,Edulcorante,Gasto x cápita (miles de euros),MURCIA,0.7122920561900489
2000,Legumbres,Gasto x cápita (miles de euros),MURCIA,4.070060177363952
2000,Aceites,Gasto x cápita (miles de euros),MURCIA,25.786515623307046
2000,Margarinas,Gasto x cápita (miles de euros),MURCIA,1.5764692052407279
2000,Aceitunas,Gasto x cápita (miles de euros),MURCIA,3.476417327191076
2000,Vinos,Gasto x cápita (miles de euros),MURCIA,10.389640518665079
2000,Cervezas,Gasto x cápita (miles de euros),MURCIA,15.554950590860015
2000,Patatas,Gasto x cápita (miles de euros),MURCIA,19.54110536538091
2000,Hortalizas frescas,Gasto x cápita (miles de euros),MURCIA,58.28184800215513
2000,Frutas frescas,Gasto x cápita (miles de euros),MURCIA,63.934629505686324
2000,Frutos secos,Gasto x cápita (miles de euros),MURCIA,9.181482081742393
2000,Frutas y hortalizas transformadas,Gasto x cápita (miles de euros),MURCIA,18.829933223658646
2000,Platos preparados,Gasto x cápita (miles de euros),MURCIA,21.22101233996994
2000,Cafes e infusiones,Gasto x cápita (miles de euros),MURCIA,10.957975065510624
2000,Caldos,Gasto x cápita (miles de euros),MURCIA,1.2093136242871052
2000,Salsas,Gasto x cápita (miles de euros),MURCIA,3.5645202047323297
2000,Gaseosas y bebidas refrescantes,Gasto x cápita (miles de euros),MURCIA,23.555302092717447
2000,Otros productos en peso,Gasto x cápita (miles de euros),MURCIA,10.49455974967157
2000,Otros productos en volumen,Gasto x cápita (miles de euros),MURCIA,1.6323767463889163
2000,Miel,Consumo x cápita (miles de kg o litros),MADRID,0.5579559403822262
2000,Carne,Consumo x cápita (miles de kg o litros),MADRID,52.11099718561164
2000,Pescados y mariscos,Consumo x cápita (miles de kg o litros),MADRID,27.0945293257295
2000,Leche líquida,Consumo x cápita (miles de kg o litros),MADRID,108.71842782822914
2000,Otras leches,Consumo x cápita (miles de kg o litros),MADRID,0.36877506879144173
2000,Derivados lacteos,Consumo x cápita (miles de kg o litros),MADRID,25.441790354367736
2000,Pan,Consumo x cápita (miles de kg o litros),MADRID,37.88481150631382
