AÑO,CATEGORIAS,CONDICIONES SOCIOECONÓMICAS,CANTIDAD,ANALISIS
2005,Salsas,< 2000 Habit.,37.61666666666667,Población del municipio
2005,Gaseosas y bebidas refrescantes,< 2000 Habit.,63.67083333333334,Población del municipio
2005,Masas,< 2000 Habit.,6.942500000000002,Población del municipio
2005,Harinas y semolas,< 2000 Habit.,22.905833333333334,Población del municipio
2005,Encurtidos,< 2000 Habit.,12.113333333333335,Población del municipio
2005,Especias,< 2000 Habit.,15.199999999999998,Población del municipio
2005,Sal,< 2000 Habit.,22.935,Población del municipio
2005,Otros productos en peso,< 2000 Habit.,38.76166666666666,Población del municipio
2005,Otros productos en volumen,< 2000 Habit.,5.465000000000001,Población del municipio
2006,Miel,< 2000 Habit.,0.3968677476263571,Población del municipio
2006,Carne,< 2000 Habit.,58.55018934605146,Población del municipio
2006,Pescados y mariscos,< 2000 Habit.,28.415837245597167,Población del municipio
2006,Leche líquida,< 2000 Habit.,95.53690846052177,Población del municipio
2006,Otras leches,< 2000 Habit.,0.534234958969539,Población del municipio
2006,Derivados lacteos,< 2000 Habit.,25.951183666386104,Población del municipio
2006,Pan,< 2000 Habit.,63.158898216156324,Población del municipio
2006,"Bolleria, pastelería, galletas y cereales",< 2000 Habit.,11.222943340407513,Población del municipio
2006,Productos navideños,< 2000 Habit.,0.6194852471395758,Población del municipio
2006,Chocolates,< 2000 Habit.,2.9899293368425104,Población del municipio
2006,Arroz,< 2000 Habit.,4.679912082187782,Población del municipio
2006,Pastas,< 2000 Habit.,3.516321615340771,Población del municipio
2006,Azucar,< 2000 Habit.,5.082838239650794,Población del municipio
2006,Edulcorante,< 2000 Habit.,0.0536930289003963,Población del municipio
2006,Legumbres,< 2000 Habit.,3.4012929316550076,Población del municipio
2006,Aceites,< 2000 Habit.,13.459613090999712,Población del municipio
2006,Margarinas,< 2000 Habit.,0.5766465312664737,Población del municipio
2006,Aceitunas,< 2000 Habit.,2.4313390837103577,Población del municipio
2006,Vinos,< 2000 Habit.,9.75021176546981,Población del municipio
2006,Cervezas,< 2000 Habit.,14.082529003950407,Población del municipio
2006,Vinagres,< 2000 Habit.,1.3081028710497538,Población del municipio
2006,Patatas,< 2000 Habit.,28.02706630183551,Población del municipio
2006,Hortalizas frescas,< 2000 Habit.,60.81540742679764,Población del municipio
2006,Frutas frescas,< 2000 Habit.,98.55137151859036,Población del municipio
2006,Frutos secos,< 2000 Habit.,3.4560619298168898,Población del municipio
2006,Frutas y hortalizas transformadas,< 2000 Habit.,10.811806834584873,Población del municipio
2006,Platos preparados,< 2000 Habit.,7.068104257824512,Población del municipio
2006,Cafes e infusiones,< 2000 Habit.,1.6189417396836931,Población del municipio
2006,Caldos,< 2000 Habit.,0.20900027044261305,Población del municipio
2006,Salsas,< 2000 Habit.,1.3017470827739956,Población del municipio
2006,Gaseosas y bebidas refrescantes,< 2000 Habit.,35.964345558032704,Población del municipio
2006,Masas,< 2000 Habit.,0.17735109420088607,Población del municipio
2006,Harinas y semolas,< 2000 Habit.,1.8924190626047535,Población del municipio
2006,Encurtidos,< 2000 Habit.,0.6039864235815489,Población del municipio
2006,Especias,< 2000 Habit.,0.10478129301827753,Población del municipio
2006,Sal,< 2000 Habit.,1.4142047946816882,Población del municipio
2006,Otros productos en peso,< 2000 Habit.,0.8272797831836399,Población del municipio
2006,Otros productos en volumen,< 2000 Habit.,1.5775115162358013,Población del municipio
2007,Miel,< 2000 Habit.,0.5299151963162057,Población del municipio
2007,Carne,< 2000 Habit.,61.38181550757385,Población del municipio
2007,Pescados y mariscos,< 2000 Habit.,28.361797027058888,Población del municipio
2007,Leche líquida,< 2000 Habit.,97.08159872556178,Población del municipio
2007,Otras leches,< 2000 Habit.,0.4616095713115607,Población del municipio
2007,Derivados lacteos,< 2000 Habit.,26.739160224988233,Población del municipio
2007,Pan,< 2000 Habit.,58.24506389447335,Población del municipio
2007,"Bolleria, pastelería, galletas y cereales",< 2000 Habit.,11.836572545190375,Población del municipio
2007,Productos navideños,< 2000 Habit.,0.7797689103973738,Población del municipio
2007,Chocolates,< 2000 Habit.,3.1690561621404303,Población del municipio
2007,Arroz,< 2000 Habit.,4.762435809153234,Población del municipio
2007,Pastas,< 2000 Habit.,3.506347268792856,Población del municipio
2007,Azucar,< 2000 Habit.,5.182514452318705,Población del municipio
2007,Edulcorante,< 2000 Habit.,0.06311799353783226,Población del municipio
2007,Legumbres,< 2000 Habit.,4.010791466210753,Población del municipio
2007,Aceites,< 2000 Habit.,15.510045744374537,Población del municipio
2007,Margarinas,< 2000 Habit.,0.6228498486198335,Población del municipio
2007,Aceitunas,< 2000 Habit.,2.0930381865016305,Población del municipio
2007,Vinos,< 2000 Habit.,9.782191719247464,Población del municipio
2007,Cervezas,< 2000 Habit.,12.676061686316693,Población del municipio
2007,Vinagres,< 2000 Habit.,1.2989448947660522,Población del municipio
2007,Patatas,< 2000 Habit.,30.76464273758851,Población del municipio
2007,Hortalizas frescas,< 2000 Habit.,63.75618356578434,Población del municipio
2007,Frutas frescas,< 2000 Habit.,105.19251756070916,Población del municipio
2007,Frutos secos,< 2000 Habit.,2.7353077026542967,Población del municipio
2007,Frutas y hortalizas transformadas,< 2000 Habit.,11.002265603456042,Población del municipio
2007,Platos preparados,< 2000 Habit.,7.8733144498176815,Población del municipio
2007,Cafes e infusiones,< 2000 Habit.,1.628511591004019,Población del municipio
2007,Caldos,< 2000 Habit.,0.23844635692901464,Población del municipio
2007,Salsas,< 2000 Habit.,1.444578821075212,Población del municipio
2007,Aguas envasadas,< 2000 Habit.,34.12433485000334,Población del municipio
2007,Gaseosas y bebidas refrescantes,< 2000 Habit.,36.836692036482475,Población del municipio
2007,Masas,< 2000 Habit.,0.18206142014837012,Población del municipio
2007,Harinas y semolas,< 2000 Habit.,2.0842789658312264,Población del municipio
2007,Encurtidos,< 2000 Habit.,0.6268125472114984,Población del municipio
2007,Especias,< 2000 Habit.,0.11411920095014379,Población del municipio
2007,Sal,< 2000 Habit.,1.3546345259678987,Población del municipio
2007,Otros productos en peso,< 2000 Habit.,0.7418231516419603,Población del municipio
2007,Otros productos en volumen,< 2000 Habit.,1.377006526173206,Población del municipio
2008,Huevos,< 2000 Habit.,10.277951172868203,Población del municipio
2008,Miel,< 2000 Habit.,0.4966033349666569,Población del municipio
2008,Carne,< 2000 Habit.,63.65959062195716,Población del municipio
2008,Pescados y mariscos,< 2000 Habit.,29.55653920668395,Población del municipio
2008,Leche líquida,< 2000 Habit.,90.52876486350534,Población del municipio
2008,Otras leches,< 2000 Habit.,0.6607592099460258,Población del municipio
2008,Derivados lacteos,< 2000 Habit.,27.561215487648898,Población del municipio
2008,Pan,< 2000 Habit.,58.93551248514079,Población del municipio
2008,"Bolleria, pastelería, galletas y cereales",< 2000 Habit.,12.305438529869747,Población del municipio
2008,Productos navideños,< 2000 Habit.,0.718669934465748,Población del municipio
2008,Chocolates,< 2000 Habit.,3.4290724759991202,Población del municipio
2008,Arroz,< 2000 Habit.,4.247837916481802,Población del municipio
2008,Pastas,< 2000 Habit.,3.8064277077892483,Población del municipio
2008,Azucar,< 2000 Habit.,5.214324233029875,Población del municipio
2008,Edulcorante,< 2000 Habit.,0.05742543911871894,Población del municipio
2008,Legumbres,< 2000 Habit.,3.808101942422709,Población del municipio
2008,Aceites,< 2000 Habit.,14.679805195478414,Población del municipio
2008,Margarinas,< 2000 Habit.,0.6409326052850371,Población del municipio
2008,Aceitunas,< 2000 Habit.,2.2216203896128843,Población del municipio
2008,Vinos,< 2000 Habit.,10.867357252686718,Población del municipio
2008,Cervezas,< 2000 Habit.,14.337940502681658,Población del municipio
2008,Vinagres,< 2000 Habit.,1.0023327315021806,Población del municipio
2008,Patatas,< 2000 Habit.,32.311598789229635,Población del municipio
2008,Hortalizas frescas,< 2000 Habit.,70.55388664030014,Población del municipio
2008,Frutas frescas,< 2000 Habit.,110.44715047397378,Población del municipio
2008,Frutos secos,< 2000 Habit.,2.7526277634806666,Población del municipio
2008,Frutas y hortalizas transformadas,< 2000 Habit.,11.191638437787123,Población del municipio
2008,Platos preparados,< 2000 Habit.,8.465420984241055,Población del municipio
2008,Cafes e infusiones,< 2000 Habit.,1.6198557082488219,Población del municipio
2008,Caldos,< 2000 Habit.,0.2552493368076918,Población del municipio
2008,Salsas,< 2000 Habit.,1.5403551754444658,Población del municipio
2008,Aguas envasadas,< 2000 Habit.,44.69284159476611,Población del municipio
2008,Gaseosas y bebidas refrescantes,< 2000 Habit.,36.85231992536693,Población del municipio
2008,Masas,< 2000 Habit.,0.2358918413676729,Población del municipio
2008,Harinas y semolas,< 2000 Habit.,2.3210122317983632,Población del municipio
2008,Encurtidos,< 2000 Habit.,0.6052856965513422,Población del municipio
2008,Especias,< 2000 Habit.,0.1057604042646446,Población del municipio
2008,Sal,< 2000 Habit.,1.439671934886317,Población del municipio
2008,Otros productos en peso,< 2000 Habit.,0.6670490479490292,Población del municipio
2008,Otros productos en volumen,< 2000 Habit.,3.099593345047969,Población del municipio
2009,Huevos,< 2000 Habit.,10.509873983582697,Población del municipio
2009,Miel,< 2000 Habit.,0.509152060235945,Población del municipio
2009,Carne,< 2000 Habit.,61.12558803740805,Población del municipio
2009,Pescados y mariscos,< 2000 Habit.,28.63299007925093,Población del municipio
2009,Leche líquida,< 2000 Habit.,90.17056019442624,Población del municipio
2009,Otras leches,< 2000 Habit.,0.6965428492018132,Población del municipio
2009,Derivados lacteos,< 2000 Habit.,28.521022833640576,Población del municipio
2009,Pan,< 2000 Habit.,52.036150864030795,Población del municipio
2009,"Bolleria, pastelería, galletas y cereales",< 2000 Habit.,12.389582297365846,Población del municipio
2009,Productos navideños,< 2000 Habit.,0.7056246855529918,Población del municipio
2009,Chocolates,< 2000 Habit.,3.452151265253795,Población del municipio
2009,Arroz,< 2000 Habit.,4.133062332034933,Población del municipio
2009,Pastas,< 2000 Habit.,3.9480694981578184,Población del municipio
2009,Azucar,< 2000 Habit.,5.500558681559103,Población del municipio
2009,Edulcorante,< 2000 Habit.,0.07051945475295525,Población del municipio
2009,Legumbres,< 2000 Habit.,3.5466966330764595,Población del municipio
2009,Aceites,< 2000 Habit.,14.246593747301402,Población del municipio
2009,Margarinas,< 2000 Habit.,0.7003625778770254,Población del municipio
2009,Aceitunas,< 2000 Habit.,2.082630433774994,Población del municipio
2009,Vinos,< 2000 Habit.,11.175704462775592,Población del municipio
2009,Cervezas,< 2000 Habit.,16.89630836360693,Población del municipio
2009,Vinagres,< 2000 Habit.,1.0626572747450882,Población del municipio
2009,Patatas,< 2000 Habit.,30.70576597363863,Población del municipio
2009,Hortalizas frescas,< 2000 Habit.,76.63430204552137,Población del municipio
2009,Frutas frescas,< 2000 Habit.,110.24451964538271,Población del municipio
2009,Frutos secos,< 2000 Habit.,3.53656392059616,Población del municipio
2009,Frutas y hortalizas transformadas,< 2000 Habit.,11.640114441543494,Población del municipio
2009,Platos preparados,< 2000 Habit.,9.457704864714527,Población del municipio
2009,Cafes e infusiones,< 2000 Habit.,1.5176428521491312,Población del municipio
2009,Caldos,< 2000 Habit.,0.20763818418895824,Población del municipio
2009,Salsas,< 2000 Habit.,1.7832080072791012,Población del municipio
2009,Aguas envasadas,< 2000 Habit.,47.57281464894453,Población del municipio
2009,Gaseosas y bebidas refrescantes,< 2000 Habit.,43.124121156392725,Población del municipio
2009,Masas,< 2000 Habit.,0.30153448146128314,Población del municipio
2009,Harinas y semolas,< 2000 Habit.,2.5828912577420025,Población del municipio
2009,Encurtidos,< 2000 Habit.,0.5382185727779334,Población del municipio
2009,Especias,< 2000 Habit.,0.10575342536156228,Población del municipio
2009,Sal,< 2000 Habit.,1.4443056069911304,Población del municipio
2009,Otros productos en peso,< 2000 Habit.,0.753004260050987,Población del municipio
2009,Otros productos en volumen,< 2000 Habit.,3.022587617738049,Población del municipio
2010,Huevos,< 2000 Habit.,9.674643284353541,Población del municipio
2010,Miel,< 2000 Habit.,0.47887026163045643,Población del municipio
2010,Carne,< 2000 Habit.,62.489067868655475,Población del municipio
2010,Pescados y mariscos,< 2000 Habit.,28.3421857653304,Población del municipio
2010,Leche líquida,< 2000 Habit.,95.06048865916684,Población del municipio
2010,Otras leches,< 2000 Habit.,0.6970323178075168,Población del municipio
2010,Derivados lacteos,< 2000 Habit.,30.75569337782485,Población del municipio
2010,Pan,< 2000 Habit.,46.217383910975485,Población del municipio
2010,"Bolleria, pastelería, galletas y cereales",< 2000 Habit.,13.032878684754342,Población del municipio
2010,Productos navideños,< 2000 Habit.,0.8226753728433246,Población del municipio
2010,Chocolates,< 2000 Habit.,3.4743816662069578,Población del municipio
2010,Arroz,< 2000 Habit.,4.354934100602691,Población del municipio
2010,Pastas,< 2000 Habit.,4.314121915651995,Población del municipio
2010,Azucar,< 2000 Habit.,4.695292624263673,Población del municipio
2010,Edulcorante,< 2000 Habit.,0.065935994210494,Población del municipio
2010,Legumbres,< 2000 Habit.,3.898882809497645,Población del municipio
2010,Aceites,< 2000 Habit.,15.417394413724114,Población del municipio
2010,Margarinas,< 2000 Habit.,0.7503823986512953,Población del municipio
2010,Aceitunas,< 2000 Habit.,2.1898128762998956,Población del municipio
2010,Vinos,< 2000 Habit.,11.389579352246798,Población del municipio
2010,Cervezas,< 2000 Habit.,15.301781675402776,Población del municipio
2010,Vinagres,< 2000 Habit.,1.1548095703259298,Población del municipio
2010,Patatas,< 2000 Habit.,28.19703161017501,Población del municipio
2010,Hortalizas frescas,< 2000 Habit.,71.81955391365616,Población del municipio
2010,Frutas frescas,< 2000 Habit.,108.53691808605709,Población del municipio
2010,Frutos secos,< 2000 Habit.,4.170613692787256,Población del municipio
2010,Frutas y hortalizas transformadas,< 2000 Habit.,12.36174912633445,Población del municipio
2010,Platos preparados,< 2000 Habit.,10.201792448084639,Población del municipio
2010,Cafes e infusiones,< 2000 Habit.,1.5478032480010426,Población del municipio
2010,Caldos,< 2000 Habit.,0.23949248501984546,Población del municipio
2010,Salsas,< 2000 Habit.,1.824351884478507,Población del municipio
2010,Aguas envasadas,< 2000 Habit.,46.45672434066215,Población del municipio
2010,Gaseosas y bebidas refrescantes,< 2000 Habit.,41.8768523848253,Población del municipio
2010,Masas,< 2000 Habit.,0.3731704639769221,Población del municipio
2010,Harinas y semolas,< 2000 Habit.,2.7106264011488497,Población del municipio
2010,Encurtidos,< 2000 Habit.,0.42274850550307946,Población del municipio
2010,Especias,< 2000 Habit.,0.109695118223549,Población del municipio
2010,Sal,< 2000 Habit.,1.5918619476968197,Población del municipio
2010,Otros productos en peso,< 2000 Habit.,0.8072724343568014,Población del municipio
2010,Otros productos en volumen,< 2000 Habit.,3.163959369718778,Población del municipio
2011,Huevos,< 2000 Habit.,9.379385635176158,Población del municipio
2011,Miel,< 2000 Habit.,0.3313964869301301,Población del municipio
2011,Carne,< 2000 Habit.,61.246368363135254,Población del municipio
2011,Pescados y mariscos,< 2000 Habit.,27.48738650283418,Población del municipio
2011,Leche líquida,< 2000 Habit.,92.61702652949424,Población del municipio
2011,Otras leches,< 2000 Habit.,0.6591144058989453,Población del municipio
2011,Derivados lacteos,< 2000 Habit.,30.942844477074395,Población del municipio
2011,Pan,< 2000 Habit.,45.44443163349491,Población del municipio
2011,"Bolleria, pastelería, galletas y cereales",< 2000 Habit.,12.662918959434915,Población del municipio
2011,Productos navideños,< 2000 Habit.,0.7649807952534557,Población del municipio
2011,Chocolates,< 2000 Habit.,3.4525538416391757,Población del municipio
2011,Arroz,< 2000 Habit.,4.073645622557862,Población del municipio
2011,Pastas,< 2000 Habit.,4.035052927104067,Población del municipio
2011,Azucar,< 2000 Habit.,4.688926449262805,Población del municipio
2011,Edulcorante,< 2000 Habit.,0.09297257840823467,Población del municipio
2011,Legumbres,< 2000 Habit.,3.4998938920477647,Población del municipio
2011,Aceites,< 2000 Habit.,13.506392005266429,Población del municipio
2011,Margarinas,< 2000 Habit.,0.6164720588737019,Población del municipio
2011,Aceitunas,< 2000 Habit.,2.2867893023841197,Población del municipio
