AÑO,CATEGORÍAS,REGIONES,VOLUMEN 
2001-01-01,Agua,Baleares,65154.6
2001-01-01,Refrescos,Baleares,26618.74
2001-01-01,Otros productos en peso,Baleares,3986.83
2001-01-01,Otros productos en volumen,Baleares,1336.72
2002-01-01,Huevos,Baleares,7524.29
2002-01-01,Miel,Baleares,336.9
2002-01-01,Carne,Baleares,37101.04
2002-01-01,Pesca,Baleares,12650.57
2002-01-01,Leche líquida,Baleares,56468.13
2002-01-01,Otras leches,Baleares,296.63
2002-01-01,Preparados lacteos,Baleares,1003.95
2002-01-01,Derivados lacteos,Baleares,21332.09
2002-01-01,Pan,Baleares,30628.61
2002-01-01,Boll/Past/Gallet/Cere,Baleares,10418.87
2002-01-01,Choco/Cacao/Suc,Baleares,2101.53
2002-01-01,Arroz,Baleares,4787.84
2002-01-01,Pasta,Baleares,3479.37
2002-01-01,Azucar,Baleares,3236.93
2002-01-01,Edulcorante,Baleares,117.71
2002-01-01,Legumbre,Baleares,2253.44
2002-01-01,Aceite,Baleares,11852.64
2002-01-01,Margarina,Baleares,694.0
2002-01-01,Aceitunas,Baleares,2203.01
2002-01-01,Zumos,Baleares,8822.91
2002-01-01,Patatas,Baleares,24699.57
2002-01-01,Hortalizas frescas,Baleares,40740.75
2002-01-01,Frutas frescas,Baleares,62208.78
2002-01-01,Frutos secos,Baleares,1587.5
2002-01-01,Platos preparados,Baleares,6347.64
2002-01-01,Cafés e infusiones,Baleares,1532.47
2002-01-01,Caldos,Baleares,183.74
2002-01-01,Salsas,Baleares,1352.22
2002-01-01,Agua,Baleares,60572.53
2002-01-01,Refrescos,Baleares,31349.83
2002-01-01,Otros productos en peso,Baleares,4470.07
2002-01-01,Otros productos en volumen,Baleares,1860.53
2003-01-01,Huevos,Baleares,7352.62
2003-01-01,Miel,Baleares,408.67
2003-01-01,Carne,Baleares,36737.08
2003-01-01,Pesca,Baleares,14113.71
2003-01-01,Leche líquida,Baleares,58728.72
2003-01-01,Otras leches,Baleares,391.09
2003-01-01,Preparados lacteos,Baleares,944.49
2003-01-01,Derivados lacteos,Baleares,24243.63
2003-01-01,Pan,Baleares,32694.89
2003-01-01,Boll/Past/Gallet/Cere,Baleares,11229.06
2003-01-01,Choco/Cacao/Suc,Baleares,2468.44
2003-01-01,Arroz,Baleares,4842.54
2003-01-01,Pasta,Baleares,4052.94
2003-01-01,Azucar,Baleares,2917.43
2003-01-01,Edulcorante,Baleares,141.41
2003-01-01,Legumbre,Baleares,2283.96
2003-01-01,Aceite,Baleares,12343.61
2003-01-01,Margarina,Baleares,589.64
2003-01-01,Aceitunas,Baleares,2124.16
2003-01-01,Zumos,Baleares,9078.1
2003-01-01,Patatas,Baleares,23193.39
2003-01-01,Hortalizas frescas,Baleares,42222.24
2003-01-01,Frutas frescas,Baleares,72358.03
2003-01-01,Frutos secos,Baleares,2003.08
2003-01-01,Platos preparados,Baleares,8303.5
2003-01-01,Cafés e infusiones,Baleares,1227.25
2003-01-01,Caldos,Baleares,198.83
2003-01-01,Salsas,Baleares,1439.24
2003-01-01,Agua,Baleares,68557.87
2003-01-01,Refrescos,Baleares,36422.75
2003-01-01,Otros productos en peso,Baleares,4211.97
2003-01-01,Otros productos en volumen,Baleares,3287.58
2004-01-01,Huevos,Baleares,6067.17
2004-01-01,Miel,Baleares,555.04
2004-01-01,Carne,Baleares,37229.6
2004-01-01,Pesca,Baleares,15380.74
2004-01-01,Leche líquida,Baleares,62608.37
2004-01-01,Otras leches,Baleares,384.01
2004-01-01,Preparados lacteos,Baleares,537.51
2004-01-01,Derivados lacteos,Baleares,28926.99
2004-01-01,Pan,Baleares,31429.78
2004-01-01,Boll/Past/Gallet/Cere,Baleares,13125.2
2004-01-01,Choco/Cacao/Suc,Baleares,2696.29
2004-01-01,Arroz,Baleares,4949.66
2004-01-01,Pasta,Baleares,3852.25
2004-01-01,Azucar,Baleares,3053.83
2004-01-01,Edulcorante,Baleares,45.11
2004-01-01,Legumbre,Baleares,2982.16
2004-01-01,Aceite,Baleares,12256.66
2004-01-01,Margarina,Baleares,583.58
2004-01-01,Aceitunas,Baleares,2010.4
2004-01-01,Vinagre,Baleares,734.91
2004-01-01,Zumos,Baleares,10238.67
2004-01-01,Patatas,Baleares,23361.3
2004-01-01,Hortalizas frescas,Baleares,42144.29
2004-01-01,Frutas frescas,Baleares,73493.52
2004-01-01,Frutos secos,Baleares,2922.64
2004-01-01,Platos preparados,Baleares,9566.58
2004-01-01,Cafés e infusiones,Baleares,1421.83
2004-01-01,Caldos,Baleares,235.86
2004-01-01,Salsas,Baleares,1354.25
2004-01-01,Agua,Baleares,79524.16
2004-01-01,Refrescos,Baleares,38612.63
2004-01-01,Otros productos en peso,Baleares,4245.61
2004-01-01,Otros productos en volumen,Baleares,2267.14
2005-01-01,Huevos,Baleares,6667.33
2005-01-01,Miel,Baleares,446.93
2005-01-01,Carne,Baleares,43143.98
2005-01-01,Pesca,Baleares,16027.33
2005-01-01,Leche líquida,Baleares,60595.1
2005-01-01,Otras leches,Baleares,459.54
2005-01-01,Preparados lacteos,Baleares,673.35
2005-01-01,Derivados lacteos,Baleares,31132.54
2005-01-01,Pan,Baleares,33785.99
2005-01-01,Boll/Past/Gallet/Cere,Baleares,14147.22
2005-01-01,Choco/Cacao/Suc,Baleares,2960.37
2005-01-01,Arroz,Baleares,4980.66
2005-01-01,Pasta,Baleares,4401.2
2005-01-01,Azucar,Baleares,2759.73
2005-01-01,Edulcorante,Baleares,62.13
2005-01-01,Legumbre,Baleares,3529.33
2005-01-01,Aceite,Baleares,12436.39
2005-01-01,Margarina,Baleares,756.44
2005-01-01,Aceitunas,Baleares,2005.03
2005-01-01,Vinagre,Baleares,802.91
2005-01-01,Zumos,Baleares,10049.83
2005-01-01,Patatas,Baleares,27332.67
2005-01-01,Hortalizas frescas,Baleares,45651.11
2005-01-01,Frutas frescas,Baleares,72930.31
2005-01-01,Frutos secos,Baleares,2326.77
2005-01-01,Platos preparados,Baleares,10561.48
2005-01-01,Cafés e infusiones,Baleares,1507.27
2005-01-01,Caldos,Baleares,258.73
2005-01-01,Salsas,Baleares,1547.91
2005-01-01,Agua,Baleares,92289.98
2005-01-01,Refrescos,Baleares,33986.6
2005-01-01,Harinas,Baleares,1679.67
2005-01-01,Encurtidos,Baleares,265.71
2005-01-01,Especias,Baleares,687.18
2005-01-01,Sal,Baleares,947.31
2005-01-01,Otros productos en peso,Baleares,575.19
2005-01-01,Otros productos en volumen,Baleares,2296.16
2006-01-01,Huevos,Baleares,6037.57
2006-01-01,Miel,Baleares,380.42
2006-01-01,Carne,Baleares,41656.38
2006-01-01,Pesca,Baleares,16127.19
2006-01-01,Leche líquida,Baleares,56712.39
2006-01-01,Otras leches,Baleares,442.65
2006-01-01,Preparados lacteos,Baleares,1102.89
2006-01-01,Derivados lacteos,Baleares,30051.73
2006-01-01,Pan,Baleares,26862.75
2006-01-01,Boll/Past/Gallet/Cere,Baleares,11719.1
2006-01-01,Choco/Cacao/Suc,Baleares,2562.07
2006-01-01,Arroz,Baleares,4789.35
2006-01-01,Pasta,Baleares,4226.7
2006-01-01,Azucar,Baleares,3147.39
2006-01-01,Edulcorante,Baleares,49.6
2006-01-01,Legumbre,Baleares,2527.99
2006-01-01,Aceite,Baleares,11939.1
2006-01-01,Margarina,Baleares,657.99
2006-01-01,Aceitunas,Baleares,2119.96
2006-01-01,Vinagre,Baleares,689.29
2006-01-01,Zumos,Baleares,10866.8
2006-01-01,Patatas,Baleares,24494.2
2006-01-01,Hortalizas frescas,Baleares,46071.03
2006-01-01,Frutas frescas,Baleares,66358.25
2006-01-01,Frutos secos,Baleares,1901.7
2006-01-01,Platos preparados,Baleares,9478.96
2006-01-01,Cafés e infusiones,Baleares,1368.4
2006-01-01,Caldos,Baleares,212.23
2006-01-01,Salsas,Baleares,1656.22
2006-01-01,Agua,Baleares,96844.16
2006-01-01,Refrescos,Baleares,37181.98
2006-01-01,Harinas,Baleares,1993.55
2006-01-01,Encurtidos,Baleares,289.33
2006-01-01,Especias,Baleares,149.18
2006-01-01,Sal,Baleares,865.24
2006-01-01,Otros productos en peso,Baleares,770.52
2006-01-01,Otros productos en volumen,Baleares,1793.88
2007-01-01,Huevos,Baleares,5980.2
2007-01-01,Miel,Baleares,454.65
2007-01-01,Carne,Baleares,38906.61
2007-01-01,Pesca,Baleares,16271.3
2007-01-01,Leche líquida,Baleares,55345.4
2007-01-01,Otras leches,Baleares,397.22
2007-01-01,Preparados lacteos,Baleares,3044.71
2007-01-01,Derivados lacteos,Baleares,30407.57
2007-01-01,Pan,Baleares,27140.89
2007-01-01,Boll/Past/Gallet/Cere,Baleares,11950.27
2007-01-01,Choco/Cacao/Suc,Baleares,2764.55
2007-01-01,Arroz,Baleares,3925.89
2007-01-01,Pasta,Baleares,3843.37
2007-01-01,Azucar,Baleares,3026.51
2007-01-01,Edulcorante,Baleares,49.35
2007-01-01,Legumbre,Baleares,2225.72
2007-01-01,Aceite,Baleares,10448.38
2007-01-01,Margarina,Baleares,498.1
2007-01-01,Aceitunas,Baleares,2129.02
2007-01-01,Vinagre,Baleares,558.59
2007-01-01,Zumos,Baleares,10617.31
2007-01-01,Patatas,Baleares,23223.83
2007-01-01,Hortalizas frescas,Baleares,44731.41
2007-01-01,Frutas frescas,Baleares,67386.69
2007-01-01,Frutos secos,Baleares,1851.39
2007-01-01,Platos preparados,Baleares,10810.83
2007-01-01,Cafés e infusiones,Baleares,1609.57
2007-01-01,Caldos,Baleares,172.04
2007-01-01,Salsas,Baleares,1746.42
2007-01-01,Agua,Baleares,94240.96
2007-01-01,Refrescos,Baleares,34311.04
2007-01-01,Harinas,Baleares,2120.4
2007-01-01,Encurtidos,Baleares,414.56
2007-01-01,Especias,Baleares,152.2
2007-01-01,Sal,Baleares,815.05
2007-01-01,Otros productos en peso,Baleares,875.74
2007-01-01,Otros productos en volumen,Baleares,2112.54
2008-01-01,Huevos,Baleares,6554.16
2008-01-01,Miel,Baleares,461.1
2008-01-01,Carne,Baleares,49872.33
2008-01-01,Pesca,Baleares,19230.68
2008-01-01,Leche líquida,Baleares,70981.91
2008-01-01,Otras leches,Baleares,476.67
2008-01-01,Preparados lacteos,Baleares,2570.87
2008-01-01,Derivados lacteos,Baleares,38364.13
2008-01-01,Pan,Baleares,33448.29
2008-01-01,Boll/Past/Gallet/Cere,Baleares,14541.25
2008-01-01,Choco/Cacao/Suc,Baleares,3590.11
2008-01-01,Arroz,Baleares,4337.42
2008-01-01,Pasta,Baleares,4695.88
2008-01-01,Azucar,Baleares,3300.08
2008-01-01,Edulcorante,Baleares,93.25
2008-01-01,Legumbre,Baleares,2447.18
2008-01-01,Aceite,Baleares,13029.02
2008-01-01,Margarina,Baleares,681.42
2008-01-01,Aceitunas,Baleares,2540.64
2008-01-01,Vinagre,Baleares,707.65
2008-01-01,Zumos,Baleares,12967.33
2008-01-01,Patatas,Baleares,30148.26
2008-01-01,Hortalizas frescas,Baleares,53918.19
2008-01-01,Frutas frescas,Baleares,86210.19
2008-01-01,Frutos secos,Baleares,1936.37
2008-01-01,Platos preparados,Baleares,13098.68
2008-01-01,Cafés e infusiones,Baleares,1836.7
2008-01-01,Caldos,Baleares,271.74
2008-01-01,Salsas,Baleares,2393.95
2008-01-01,Agua,Baleares,113358.54
2008-01-01,Refrescos,Baleares,47196.19
2008-01-01,Harinas,Baleares,2744.33
2008-01-01,Encurtidos,Baleares,335.47
2008-01-01,Especias,Baleares,124.12
2008-01-01,Sal,Baleares,793.12
2008-01-01,Otros productos en peso,Baleares,818.06
2008-01-01,Otros productos en volumen,Baleares,2739.31
2009-01-01,Huevos,Baleares,8217.36
2009-01-01,Miel,Baleares,471.37
2009-01-01,Carne,Baleares,47954.27
2009-01-01,Pesca,Baleares,21806.49
2009-01-01,Leche líquida,Baleares,65919.6
2009-01-01,Otras leches,Baleares,617.96
2009-01-01,Preparados lacteos,Baleares,1630.82
2009-01-01,Derivados lacteos,Baleares,38336.76
2009-01-01,Pan,Baleares,34579.43
2009-01-01,Boll/Past/Gallet/Cere,Baleares,13815.18
2009-01-01,Choco/Cacao/Suc,Baleares,3481.24
2009-01-01,Arroz,Baleares,4438.06
2009-01-01,Pasta,Baleares,5092.35
2009-01-01,Azucar,Baleares,4095.33
2009-01-01,Edulcorante,Baleares,67.75
2009-01-01,Legumbre,Baleares,2805.41
2009-01-01,Aceite,Baleares,14005.7
2009-01-01,Margarina,Baleares,833.61
2009-01-01,Aceitunas,Baleares,2696.56
2009-01-01,Vinagre,Baleares,942.2
2009-01-01,Zumos,Baleares,12101.63
2009-01-01,Patatas,Baleares,32625.0
2009-01-01,Hortalizas frescas,Baleares,59969.8
2009-01-01,Frutas frescas,Baleares,93572.74
2009-01-01,Frutos secos,Baleares,2303.63
2009-01-01,Platos preparados,Baleares,12192.21
2009-01-01,Cafés e infusiones,Baleares,1819.88
2009-01-01,Caldos,Baleares,269.74
2009-01-01,Salsas,Baleares,2245.44
2009-01-01,Agua,Baleares,122526.96
2009-01-01,Refrescos,Baleares,46826.9
2009-01-01,Harinas,Baleares,3225.16
2009-01-01,Encurtidos,Baleares,297.8
2009-01-01,Especias,Baleares,146.58
2009-01-01,Sal,Baleares,994.1
2009-01-01,Otros productos en peso,Baleares,740.95
2009-01-01,Otros productos en volumen,Baleares,3223.3
2010-01-01,Huevos,Baleares,8235.23
2010-01-01,Miel,Baleares,450.02
2010-01-01,Carne,Baleares,52439.27
2010-01-01,Pesca,Baleares,21796.32
2010-01-01,Leche líquida,Baleares,68230.42
2010-01-01,Otras leches,Baleares,656.35
2010-01-01,Preparados lacteos,Baleares,692.37
2010-01-01,Derivados lacteos,Baleares,39027.55
2010-01-01,Pan,Baleares,29054.51
2010-01-01,Boll/Past/Gallet/Cere,Baleares,13931.83
2010-01-01,Choco/Cacao/Suc,Baleares,3561.56
2010-01-01,Arroz,Baleares,4506.32
2010-01-01,Pasta,Baleares,5160.23
2010-01-01,Azucar,Baleares,3699.88
2010-01-01,Edulcorante,Baleares,125.83
2010-01-01,Legumbre,Baleares,3148.69
2010-01-01,Aceite,Baleares,14227.67
2010-01-01,Margarina,Baleares,760.23
2010-01-01,Aceitunas,Baleares,2541.32
2010-01-01,Vinagre,Baleares,1101.05
2010-01-01,Zumos,Baleares,11414.31
2010-01-01,Patatas,Baleares,33204.34
2010-01-01,Hortalizas frescas,Baleares,61546.62
2010-01-01,Frutas frescas,Baleares,99546.9
2010-01-01,Frutos secos,Baleares,2389.17
2010-01-01,Platos preparados,Baleares,12624.87
2010-01-01,Cafés e infusiones,Baleares,1783.54
2010-01-01,Caldos,Baleares,284.77
2010-01-01,Salsas,Baleares,2352.87
2010-01-01,Agua,Baleares,112951.98
2010-01-01,Refrescos,Baleares,44537.92
2010-01-01,Harinas,Baleares,3684.79
2010-01-01,Encurtidos,Baleares,465.84
2010-01-01,Especias,Baleares,141.48
2010-01-01,Sal,Baleares,1113.81
2010-01-01,Otros productos en peso,Baleares,687.99
2010-01-01,Otros productos en volumen,Baleares,4037.22
2011-01-01,Huevos,Baleares,8392.64
2011-01-01,Miel,Baleares,430.89
2011-01-01,Carne,Baleares,51152.03
2011-01-01,Pesca,Baleares,20956.11
2011-01-01,Leche líquida,Baleares,72971.98
2011-01-01,Otras leches,Baleares,877.9
2011-01-01,Preparados lacteos,Baleares,2399.13
2011-01-01,Derivados lacteos,Baleares,40770.73
2011-01-01,Pan,Baleares,31063.91
2011-01-01,Boll/Past/Gallet/Cere,Baleares,14606.18
2011-01-01,Choco/Cacao/Suc,Baleares,3631.25
2011-01-01,Arroz,Baleares,5823.98
2011-01-01,Pasta,Baleares,5331.22
2011-01-01,Azucar,Baleares,4390.51
2011-01-01,Edulcorante,Baleares,94.99
2011-01-01,Legumbre,Baleares,3145.51
2011-01-01,Aceite,Baleares,14789.71
2011-01-01,Margarina,Baleares,739.89
2011-01-01,Aceitunas,Baleares,2708.84
2011-01-01,Vinagre,Baleares,1105.03
2011-01-01,Zumos,Baleares,12999.23
2011-01-01,Patatas,Baleares,32374.21
2011-01-01,Hortalizas frescas,Baleares,68422.59
2011-01-01,Frutas frescas,Baleares,98829.63
2011-01-01,Frutos secos,Baleares,2279.83
2011-01-01,Platos preparados,Baleares,12130.35
2011-01-01,Cafés e infusiones,Baleares,1809.95
2011-01-01,Caldos,Baleares,286.33
2011-01-01,Salsas,Baleares,2617.56
2011-01-01,Agua,Baleares,112536.03
2011-01-01,Refrescos,Baleares,50110.28
2011-01-01,Harinas,Baleares,3950.62
2011-01-01,Encurtidos,Baleares,422.76
2011-01-01,Especias,Baleares,124.42
2011-01-01,Sal,Baleares,1208.67
2011-01-01,Otros productos en peso,Baleares,919.06
2011-01-01,Otros productos en volumen,Baleares,3749.02
2012-01-01,Huevos,Baleares,8537.53
2012-01-01,Miel,Baleares,441.25
2012-01-01,Carne,Baleares,52274.29
2012-01-01,Pesca,Baleares,20122.36
2012-01-01,Leche líquida,Baleares,67545.47
2012-01-01,Otras leches,Baleares,1010.77
2012-01-01,Preparados lacteos,Baleares,2947.41
2012-01-01,Derivados lacteos,Baleares,43286.24
2012-01-01,Pan,Baleares,30328.89
2012-01-01,Boll/Past/Gallet/Cere,Baleares,15160.02
2012-01-01,Choco/Cacao/Suc,Baleares,4081.84
2012-01-01,Arroz,Baleares,6316.48
2012-01-01,Pasta,Baleares,5793.48
2012-01-01,Azucar,Baleares,4295.98
2012-01-01,Edulcorante,Baleares,77.52
2012-01-01,Legumbre,Baleares,3192.62
2012-01-01,Aceite,Baleares,13690.43
2012-01-01,Margarina,Baleares,772.23
2012-01-01,Aceitunas,Baleares,3175.75
2012-01-01,Vinagre,Baleares,1093.69
2012-01-01,Zumos,Baleares,12124.68
2012-01-01,Patatas,Baleares,31835.95
2012-01-01,Hortalizas frescas,Baleares,64659.93
2012-01-01,Frutas frescas,Baleares,103647.48
2012-01-01,Frutos secos,Baleares,2714.52
2012-01-01,Platos preparados,Baleares,12287.34
2012-01-01,Cafés e infusiones,Baleares,2081.94
2012-01-01,Caldos,Baleares,295.33
2012-01-01,Salsas,Baleares,2731.92
2012-01-01,Agua,Baleares,125696.16
2012-01-01,Refrescos,Baleares,49898.3
2012-01-01,Harinas,Baleares,4669.74
2012-01-01,Encurtidos,Baleares,490.27
2012-01-01,Especias,Baleares,150.57
2012-01-01,Sal,Baleares,1293.39
2012-01-01,Otros productos en peso,Baleares,1015.05
2012-01-01,Otros productos en volumen,Baleares,6314.05
2013-01-01,Huevos,Baleares,8744.05
2013-01-01,Miel,Baleares,488.62
2013-01-01,Carne,Baleares,50604.25
2013-01-01,Pesca,Baleares,19028.39
2013-01-01,Leche líquida,Baleares,66785.42
2013-01-01,Otras leches,Baleares,797.3
2013-01-01,Preparados lacteos,Baleares,3693.03
2013-01-01,Derivados lacteos,Baleares,39223.89
2013-01-01,Pan,Baleares,29143.54
2013-01-01,Boll/Past/Gallet/Cere,Baleares,15178.37
2013-01-01,Choco/Cacao/Suc,Baleares,4170.3
2013-01-01,Arroz,Baleares,4971.47
2013-01-01,Pasta,Baleares,5675.33
2013-01-01,Azucar,Baleares,4608.04
2013-01-01,Edulcorante,Baleares,91.47
2013-01-01,Legumbre,Baleares,3231.67
2013-01-01,Aceite,Baleares,14712.82
2013-01-01,Margarina,Baleares,758.66
2013-01-01,Aceitunas,Baleares,2957.51
2013-01-01,Vinagre,Baleares,1400.23
2013-01-01,Zumos,Baleares,11422.63
2013-01-01,Patatas,Baleares,30019.6
2013-01-01,Hortalizas frescas,Baleares,63432.86
2013-01-01,Frutas frescas,Baleares,98718.53
2013-01-01,Frutos secos,Baleares,3069.02
2013-01-01,Platos preparados,Baleares,11827.99
2013-01-01,Cafés e infusiones,Baleares,1884.35
2013-01-01,Caldos,Baleares,295.78
2013-01-01,Salsas,Baleares,2581.28
2013-01-01,Agua,Baleares,114334.54
2013-01-01,Refrescos,Baleares,47938.41
2013-01-01,Harinas,Baleares,4484.62
2013-01-01,Encurtidos,Baleares,347.07
2013-01-01,Especias,Baleares,122.58
2013-01-01,Sal,Baleares,1255.55
2013-01-01,Otros productos en peso,Baleares,886.34
2013-01-01,Otros productos en volumen,Baleares,4324.68
2014-01-01,Huevos,Baleares,9159.85
2014-01-01,Miel,Baleares,479.73
2014-01-01,Carne,Baleares,51274.43
2014-01-01,Pesca,Baleares,20829.42
2014-01-01,Leche líquida,Baleares,69055.61
2014-01-01,Otras leches,Baleares,1047.72
2014-01-01,Preparados lacteos,Baleares,3146.79
2014-01-01,Derivados lacteos,Baleares,42020.7
2014-01-01,Pan,Baleares,32365.35
2014-01-01,Boll/Past/Gallet/Cere,Baleares,16087.81
2014-01-01,Choco/Cacao/Suc,Baleares,3843.66
2014-01-01,Arroz,Baleares,4784.45
2014-01-01,Pasta,Baleares,5676.36
2014-01-01,Azucar,Baleares,4997.0
2014-01-01,Edulcorante,Baleares,144.25
2014-01-01,Legumbre,Baleares,3556.22
2014-01-01,Aceite,Baleares,16709.38
2014-01-01,Margarina,Baleares,830.55
2014-01-01,Aceitunas,Baleares,3328.48
2014-01-01,Vinagre,Baleares,1266.11
2014-01-01,Zumos,Baleares,10949.32
2014-01-01,Patatas,Baleares,33110.72
2014-01-01,Hortalizas frescas,Baleares,64711.77
2014-01-01,Frutas frescas,Baleares,103236.3
2014-01-01,Frutos secos,Baleares,2960.21
2014-01-01,Platos preparados,Baleares,13528.26
2014-01-01,Cafés e infusiones,Baleares,1999.63
2014-01-01,Caldos,Baleares,310.92
2014-01-01,Salsas,Baleares,2984.5
2014-01-01,Agua,Baleares,120379.01
2014-01-01,Refrescos,Baleares,57394.99
2014-01-01,Harinas,Baleares,4603.25
2014-01-01,Encurtidos,Baleares,401.9
2014-01-01,Especias,Baleares,144.7
2014-01-01,Sal,Baleares,1278.95
2014-01-01,Otros productos en peso,Baleares,925.16
2014-01-01,Otros productos en volumen,Baleares,3971.34
2015-01-01,Huevos,Baleares,8441.74
2015-01-01,Miel,Baleares,414.59
2015-01-01,Carne,Baleares,46053.37
2015-01-01,Pesca,Baleares,19799.44
2015-01-01,Leche líquida,Baleares,64069.45
2015-01-01,Otras leches,Baleares,1091.73
2015-01-01,Preparados lacteos,Baleares,3839.82
2015-01-01,Derivados lacteos,Baleares,40334.45
2015-01-01,Pan,Baleares,30094.89
2015-01-01,Boll/Past/Gallet/Cere,Baleares,15665.7
2015-01-01,Choco/Cacao/Suc,Baleares,3947.01
2015-01-01,Arroz,Baleares,4932.47
2015-01-01,Pasta,Baleares,5597.64
2015-01-01,Azucar,Baleares,4474.34
2015-01-01,Edulcorante,Baleares,87.6
2015-01-01,Legumbre,Baleares,2966.48
2015-01-01,Aceite,Baleares,14557.17
2015-01-01,Margarina,Baleares,654.81
2015-01-01,Aceitunas,Baleares,3028.51
2015-01-01,Vinagre,Baleares,1101.9
2015-01-01,Zumos,Baleares,10687.0
2015-01-01,Patatas,Baleares,31286.74
2015-01-01,Hortalizas frescas,Baleares,58137.89
2015-01-01,Frutas frescas,Baleares,96438.53
2015-01-01,Frutos secos,Baleares,2774.34
2015-01-01,Platos preparados,Baleares,13286.02
2015-01-01,Cafés e infusiones,Baleares,1913.69
2015-01-01,Caldos,Baleares,259.83
2015-01-01,Salsas,Baleares,2679.66
2015-01-01,Agua,Baleares,128503.71
2015-01-01,Refrescos,Baleares,51836.7
2015-01-01,Harinas,Baleares,4307.91
2015-01-01,Encurtidos,Baleares,511.0
2015-01-01,Especias,Baleares,145.62
2015-01-01,Sal,Baleares,1044.05
2015-01-01,Otros productos en peso,Baleares,840.92
2015-01-01,Otros productos en volumen,Baleares,5914.91
2016-01-01,Huevos,Baleares,8657.94
2016-01-01,Miel,Baleares,469.92
2016-01-01,Carne,Baleares,46306.35
2016-01-01,Pesca,Baleares,19827.2
2016-01-01,Leche líquida,Baleares,60248.5
2016-01-01,Otras leches,Baleares,1034.52
2016-01-01,Preparados lacteos,Baleares,4551.21
2016-01-01,Derivados lacteos,Baleares,38983.8
2016-01-01,Pan,Baleares,30236.45
2016-01-01,Boll/Past/Gallet/Cere,Baleares,16008.8
2016-01-01,Choco/Cacao/Suc,Baleares,3666.66
2016-01-01,Arroz,Baleares,4850.2
2016-01-01,Pasta,Baleares,4938.89
2016-01-01,Azucar,Baleares,4038.36
2016-01-01,Edulcorante,Baleares,106.42
2016-01-01,Legumbre,Baleares,3028.12
2016-01-01,Aceite,Baleares,13480.2
2016-01-01,Margarina,Baleares,627.81
2016-01-01,Aceitunas,Baleares,3032.37
2016-01-01,Vinagre,Baleares,1152.73
2016-01-01,Zumos,Baleares,11100.06
2016-01-01,Patatas,Baleares,30847.49
2016-01-01,Hortalizas frescas,Baleares,61283.89
2016-01-01,Frutas frescas,Baleares,99350.65
2016-01-01,Frutos secos,Baleares,3169.95
2016-01-01,Platos preparados,Baleares,13115.8
2016-01-01,Cafés e infusiones,Baleares,1858.82
2016-01-01,Caldos,Baleares,289.28
2016-01-01,Salsas,Baleares,2535.58
2016-01-01,Agua,Baleares,132088.66
2016-01-01,Refrescos,Baleares,47806.6
2016-01-01,Harinas,Baleares,3723.89
2016-01-01,Encurtidos,Baleares,510.09
2016-01-01,Especias,Baleares,151.86
2016-01-01,Sal,Baleares,1082.87
2016-01-01,Otros productos en peso,Baleares,977.62
2016-01-01,Otros productos en volumen,Baleares,7185.72
2017-01-01,Huevos,Baleares,8855.02
2017-01-01,Miel,Baleares,460.01
2017-01-01,Carne,Baleares,48607.24
2017-01-01,Pesca,Baleares,20425.18
2017-01-01,Leche líquida,Baleares,70195.0
2017-01-01,Otras leches,Baleares,1098.52
2017-01-01,Preparados lacteos,Baleares,3926.71
2017-01-01,Derivados lacteos,Baleares,40442.48
2017-01-01,Pan,Baleares,31830.72
2017-01-01,Boll/Past/Gallet/Cere,Baleares,17027.58
2017-01-01,Choco/Cacao/Suc,Baleares,3926.67
2017-01-01,Arroz,Baleares,4851.29
2017-01-01,Pasta,Baleares,5411.32
2017-01-01,Azucar,Baleares,4987.68
2017-01-01,Edulcorante,Baleares,118.94
2017-01-01,Legumbre,Baleares,3239.16
2017-01-01,Aceite,Baleares,14147.85
2017-01-01,Margarina,Baleares,726.89
2017-01-01,Aceitunas,Baleares,3102.96
2017-01-01,Vinagre,Baleares,1248.33
2017-01-01,Zumos,Baleares,11155.72
2017-01-01,Patatas,Baleares,31039.55
2017-01-01,Hortalizas frescas,Baleares,61741.53
2017-01-01,Frutas frescas,Baleares,95271.03
2017-01-01,Frutos secos,Baleares,3332.37
2017-01-01,Platos preparados,Baleares,15173.26
2017-01-01,Cafés e infusiones,Baleares,2002.27
2017-01-01,Caldos,Baleares,258.61
2017-01-01,Salsas,Baleares,2581.5
2017-01-01,Agua,Baleares,125402.67
2017-01-01,Refrescos,Baleares,50653.93
2017-01-01,Harinas,Baleares,3613.44
2017-01-01,Encurtidos,Baleares,574.58
2017-01-01,Especias,Baleares,162.83
2017-01-01,Sal,Baleares,1253.0
2017-01-01,Otros productos en peso,Baleares,1398.81
2017-01-01,Otros productos en volumen,Baleares,7065.5
2018-01-01,Huevos,Baleares,9105.76
2018-01-01,Miel,Baleares,602.87
2018-01-01,Carne,Baleares,47773.56
2018-01-01,Pesca,Baleares,19430.33
2018-01-01,Leche líquida,Baleares,70638.56
2018-01-01,Otras leches,Baleares,1022.93
2018-01-01,Preparados lacteos,Baleares,3343.65
2018-01-01,Derivados lacteos,Baleares,40802.91
2018-01-01,Pan,Baleares,31531.7
2018-01-01,Boll/Past/Gallet/Cere,Baleares,16533.57
2018-01-01,Choco/Cacao/Suc,Baleares,3915.49
2018-01-01,Arroz,Baleares,5111.42
2018-01-01,Pasta,Baleares,5627.67
2018-01-01,Azucar,Baleares,4660.69
