AÑO,CATEGORÍAS,REGIONES,VOLUMEN 
2019-01-01,Boll/Past/Gallet/Cere,Castilla Y Leon,35701.61
2019-01-01,Choco/Cacao/Suc,Castilla Y Leon,9412.92
2019-01-01,Arroz,Castilla Y Leon,7773.21
2019-01-01,Pasta,Castilla Y Leon,8679.05
2019-01-01,Azucar,Castilla Y Leon,8741.83
2019-01-01,Edulcorante,Castilla Y Leon,158.93
2019-01-01,Legumbre,Castilla Y Leon,7338.88
2019-01-01,Aceite,Castilla Y Leon,35070.57
2019-01-01,Margarina,Castilla Y Leon,1120.21
2019-01-01,Aceitunas,Castilla Y Leon,5190.34
2019-01-01,Vinagre,Castilla Y Leon,3131.83
2019-01-01,Zumos,Castilla Y Leon,14966.98
2019-01-01,Patatas,Castilla Y Leon,55755.11
2019-01-01,Hortalizas frescas,Castilla Y Leon,135008.05
2019-01-01,Frutas frescas,Castilla Y Leon,251666.82
2019-01-01,Frutos secos,Castilla Y Leon,7051.72
2019-01-01,Platos preparados,Castilla Y Leon,31413.71
2019-01-01,Cafés e infusiones,Castilla Y Leon,4299.66
2019-01-01,Caldos,Castilla Y Leon,478.34
2019-01-01,Salsas,Castilla Y Leon,5908.63
2019-01-01,Agua,Castilla Y Leon,109487.93
2019-01-01,Refrescos,Castilla Y Leon,72754.62
2019-01-01,Harinas,Castilla Y Leon,5309.94
2019-01-01,Encurtidos,Castilla Y Leon,1467.29
2019-01-01,Especias,Castilla Y Leon,354.5
2019-01-01,Sal,Castilla Y Leon,2661.96
2019-01-01,Otros productos en peso,Castilla Y Leon,2833.06
2019-01-01,Otros productos en volumen,Castilla Y Leon,8907.03
2020-01-01,Huevos,Castilla Y Leon,23764.35
2020-01-01,Miel,Castilla Y Leon,1437.91
2020-01-01,Carne,Castilla Y Leon,137650.61
2020-01-01,Pesca,Castilla Y Leon,69669.49
2020-01-01,Leche líquida,Castilla Y Leon,241879.02
2020-01-01,Otras leches,Castilla Y Leon,1236.94
2020-01-01,Preparados lacteos,Castilla Y Leon,4175.88
2020-01-01,Derivados lacteos,Castilla Y Leon,82577.02
2020-01-01,Pan,Castilla Y Leon,90976.59
2020-01-01,Boll/Past/Gallet/Cere,Castilla Y Leon,37729.65
2020-01-01,Choco/Cacao/Suc,Castilla Y Leon,10172.45
2020-01-01,Arroz,Castilla Y Leon,7854.35
2020-01-01,Pasta,Castilla Y Leon,9272.8
2020-01-01,Azucar,Castilla Y Leon,9628.11
2020-01-01,Edulcorante,Castilla Y Leon,208.96
2020-01-01,Legumbre,Castilla Y Leon,9086.44
2020-01-01,Aceite,Castilla Y Leon,40275.0
2020-01-01,Margarina,Castilla Y Leon,1234.61
2020-01-01,Aceitunas,Castilla Y Leon,6649.51
2020-01-01,Vinagre,Castilla Y Leon,3536.82
2020-01-01,Zumos,Castilla Y Leon,17263.25
2020-01-01,Patatas,Castilla Y Leon,65599.28
2020-01-01,Hortalizas frescas,Castilla Y Leon,147500.89
2020-01-01,Frutas frescas,Castilla Y Leon,271701.35
2020-01-01,Frutos secos,Castilla Y Leon,8250.74
2020-01-01,Platos preparados,Castilla Y Leon,33860.33
2020-01-01,Cafés e infusiones,Castilla Y Leon,4848.33
2020-01-01,Caldos,Castilla Y Leon,559.85
2020-01-01,Salsas,Castilla Y Leon,6610.13
2020-01-01,Agua,Castilla Y Leon,130121.56
2020-01-01,Refrescos,Castilla Y Leon,75547.8
2020-01-01,Harinas,Castilla Y Leon,7912.81
2020-01-01,Encurtidos,Castilla Y Leon,1914.33
2020-01-01,Especias,Castilla Y Leon,378.49
2020-01-01,Sal,Castilla Y Leon,2955.44
2020-01-01,Otros productos en peso,Castilla Y Leon,3981.81
2020-01-01,Otros productos en volumen,Castilla Y Leon,8721.57
2021-01-01,Huevos,Castilla Y Leon,21620.12
2021-01-01,Miel,Castilla Y Leon,944.01
2021-01-01,Carne,Castilla Y Leon,126637.28
2021-01-01,Pesca,Castilla Y Leon,65360.0
2021-01-01,Leche líquida,Castilla Y Leon,221773.39
2021-01-01,Otras leches,Castilla Y Leon,1256.68
2021-01-01,Preparados lacteos,Castilla Y Leon,2564.23
2021-01-01,Derivados lacteos,Castilla Y Leon,78822.29
2021-01-01,Pan,Castilla Y Leon,83199.97
2021-01-01,Boll/Past/Gallet/Cere,Castilla Y Leon,37349.25
2021-01-01,Choco/Cacao/Suc,Castilla Y Leon,9636.57
2021-01-01,Arroz,Castilla Y Leon,7628.83
2021-01-01,Pasta,Castilla Y Leon,8443.62
2021-01-01,Azucar,Castilla Y Leon,8335.49
2021-01-01,Edulcorante,Castilla Y Leon,239.71
2021-01-01,Legumbre,Castilla Y Leon,7697.36
2021-01-01,Aceite,Castilla Y Leon,34028.4
2021-01-01,Margarina,Castilla Y Leon,1020.03
2021-01-01,Aceitunas,Castilla Y Leon,5911.45
2021-01-01,Vinagre,Castilla Y Leon,3159.49
2021-01-01,Zumos,Castilla Y Leon,16735.92
2021-01-01,Patatas,Castilla Y Leon,63446.37
2021-01-01,Hortalizas frescas,Castilla Y Leon,133608.31
2021-01-01,Frutas frescas,Castilla Y Leon,253003.76
2021-01-01,Frutos secos,Castilla Y Leon,8098.62
2021-01-01,Platos preparados,Castilla Y Leon,34811.11
2021-01-01,Cafés e infusiones,Castilla Y Leon,4625.99
2021-01-01,Caldos,Castilla Y Leon,464.84
2021-01-01,Salsas,Castilla Y Leon,6408.33
2021-01-01,Agua,Castilla Y Leon,129720.07
2021-01-01,Refrescos,Castilla Y Leon,76298.21
2021-01-01,Harinas,Castilla Y Leon,5976.46
2021-01-01,Encurtidos,Castilla Y Leon,1870.75
2021-01-01,Especias,Castilla Y Leon,390.73
2021-01-01,Sal,Castilla Y Leon,2646.08
2021-01-01,Otros productos en peso,Castilla Y Leon,3766.55
2021-01-01,Otros productos en volumen,Castilla Y Leon,10738.75
2022-01-01,Huevos,Castilla Y Leon,20525.4
2022-01-01,Miel,Castilla Y Leon,869.78
2022-01-01,Carne,Castilla Y Leon,114357.66
2022-01-01,Pesca,Castilla Y Leon,55918.47
2022-01-01,Leche líquida,Castilla Y Leon,224588.19
2022-01-01,Otras leches,Castilla Y Leon,1101.38
2022-01-01,Preparados lacteos,Castilla Y Leon,3429.16
2022-01-01,Derivados lacteos,Castilla Y Leon,77251.95
2022-01-01,Pan,Castilla Y Leon,80935.0
2022-01-01,Boll/Past/Gallet/Cere,Castilla Y Leon,36050.26
2022-01-01,Choco/Cacao/Suc,Castilla Y Leon,9138.43
2022-01-01,Arroz,Castilla Y Leon,7332.41
2022-01-01,Pasta,Castilla Y Leon,8623.04
2022-01-01,Azucar,Castilla Y Leon,7730.69
2022-01-01,Edulcorante,Castilla Y Leon,188.85
2022-01-01,Legumbre,Castilla Y Leon,7741.71
2022-01-01,Aceite,Castilla Y Leon,30143.67
2022-01-01,Margarina,Castilla Y Leon,1043.5
2022-01-01,Aceitunas,Castilla Y Leon,5849.33
2022-01-01,Vinagre,Castilla Y Leon,2667.3
2022-01-01,Zumos,Castilla Y Leon,16399.38
2022-01-01,Patatas,Castilla Y Leon,58976.19
2022-01-01,Hortalizas frescas,Castilla Y Leon,122282.46
2022-01-01,Frutas frescas,Castilla Y Leon,233006.13
2022-01-01,Frutos secos,Castilla Y Leon,7473.16
2022-01-01,Platos preparados,Castilla Y Leon,35968.03
2022-01-01,Cafés e infusiones,Castilla Y Leon,4336.61
2022-01-01,Caldos,Castilla Y Leon,460.22
2022-01-01,Salsas,Castilla Y Leon,6492.85
2022-01-01,Agua,Castilla Y Leon,135735.56
2022-01-01,Refrescos,Castilla Y Leon,77365.87
2022-01-01,Harinas,Castilla Y Leon,5148.35
2022-01-01,Encurtidos,Castilla Y Leon,1818.04
2022-01-01,Especias,Castilla Y Leon,320.31
2022-01-01,Sal,Castilla Y Leon,2349.5
2022-01-01,Otros productos en peso,Castilla Y Leon,3836.78
2022-01-01,Otros productos en volumen,Castilla Y Leon,10023.62
2000-01-01,Huevos,Galicia,20725.02
2000-01-01,Miel,Galicia,941.47
2000-01-01,Carne,Galicia,150548.57
2000-01-01,Pesca,Galicia,72027.82
2000-01-01,Leche líquida,Galicia,316500.46
2000-01-01,Otras leches,Galicia,823.04
2000-01-01,Preparados lacteos,Galicia,1770.85
2000-01-01,Derivados lacteos,Galicia,73868.7
2000-01-01,Pan,Galicia,148675.12
2000-01-01,Boll/Past/Gallet/Cere,Galicia,32378.27
2000-01-01,Choco/Cacao/Suc,Galicia,12416.93
2000-01-01,Arroz,Galicia,12702.74
2000-01-01,Pasta,Galicia,11437.34
2000-01-01,Azucar,Galicia,16587.21
2000-01-01,Edulcorante,Galicia,121.93
2000-01-01,Legumbre,Galicia,7090.13
2000-01-01,Aceite,Galicia,54997.79
2000-01-01,Margarina,Galicia,1972.06
2000-01-01,Aceitunas,Galicia,4139.58
2000-01-01,Zumos,Galicia,23006.74
2000-01-01,Patatas,Galicia,98389.81
2000-01-01,Hortalizas frescas,Galicia,99475.4
2000-01-01,Frutas frescas,Galicia,236427.93
2000-01-01,Frutos secos,Galicia,4552.22
2000-01-01,Platos preparados,Galicia,13101.32
2000-01-01,Cafés e infusiones,Galicia,4632.13
2000-01-01,Caldos,Galicia,581.39
2000-01-01,Salsas,Galicia,2643.56
2000-01-01,Agua,Galicia,76208.64
2000-01-01,Refrescos,Galicia,81843.16
2000-01-01,Otros productos en peso,Galicia,14527.15
2000-01-01,Otros productos en volumen,Galicia,2820.74
2001-01-01,Huevos,Galicia,24566.6
2001-01-01,Miel,Galicia,1619.74
2001-01-01,Carne,Galicia,168257.35
2001-01-01,Pesca,Galicia,86560.89
2001-01-01,Leche líquida,Galicia,316259.27
2001-01-01,Otras leches,Galicia,940.58
2001-01-01,Preparados lacteos,Galicia,1319.3
2001-01-01,Derivados lacteos,Galicia,71865.26
2001-01-01,Pan,Galicia,160257.28
2001-01-01,Boll/Past/Gallet/Cere,Galicia,34812.14
2001-01-01,Choco/Cacao/Suc,Galicia,12482.41
2001-01-01,Arroz,Galicia,11819.69
2001-01-01,Pasta,Galicia,12145.59
2001-01-01,Azucar,Galicia,17253.6
2001-01-01,Edulcorante,Galicia,126.86
2001-01-01,Legumbre,Galicia,6072.46
2001-01-01,Aceite,Galicia,56794.87
2001-01-01,Margarina,Galicia,2037.78
2001-01-01,Aceitunas,Galicia,3759.36
2001-01-01,Zumos,Galicia,27609.94
2001-01-01,Patatas,Galicia,103728.46
2001-01-01,Hortalizas frescas,Galicia,115314.03
2001-01-01,Frutas frescas,Galicia,252865.9
2001-01-01,Frutos secos,Galicia,5972.81
2001-01-01,Platos preparados,Galicia,14047.65
2001-01-01,Cafés e infusiones,Galicia,4880.26
2001-01-01,Caldos,Galicia,540.78
2001-01-01,Salsas,Galicia,2658.32
2001-01-01,Agua,Galicia,88226.03
2001-01-01,Refrescos,Galicia,83028.71
2001-01-01,Otros productos en peso,Galicia,14653.13
2001-01-01,Otros productos en volumen,Galicia,2899.09
2002-01-01,Huevos,Galicia,28416.4
2002-01-01,Miel,Galicia,2059.54
2002-01-01,Carne,Galicia,180567.9
2002-01-01,Pesca,Galicia,90490.31
2002-01-01,Leche líquida,Galicia,322204.22
2002-01-01,Otras leches,Galicia,1213.86
2002-01-01,Preparados lacteos,Galicia,1372.85
2002-01-01,Derivados lacteos,Galicia,73154.36
2002-01-01,Pan,Galicia,167497.39
2002-01-01,Boll/Past/Gallet/Cere,Galicia,33999.67
2002-01-01,Choco/Cacao/Suc,Galicia,11929.3
2002-01-01,Arroz,Galicia,11405.49
2002-01-01,Pasta,Galicia,12463.67
2002-01-01,Azucar,Galicia,18024.37
2002-01-01,Edulcorante,Galicia,143.46
2002-01-01,Legumbre,Galicia,5647.2
2002-01-01,Aceite,Galicia,55374.51
2002-01-01,Margarina,Galicia,1806.52
2002-01-01,Aceitunas,Galicia,4005.22
2002-01-01,Zumos,Galicia,28886.66
2002-01-01,Patatas,Galicia,114547.55
2002-01-01,Hortalizas frescas,Galicia,118527.66
2002-01-01,Frutas frescas,Galicia,258475.54
2002-01-01,Frutos secos,Galicia,6572.03
2002-01-01,Platos preparados,Galicia,14900.12
2002-01-01,Cafés e infusiones,Galicia,5083.02
2002-01-01,Caldos,Galicia,554.09
2002-01-01,Salsas,Galicia,2703.76
2002-01-01,Agua,Galicia,87370.05
2002-01-01,Refrescos,Galicia,88753.24
2002-01-01,Otros productos en peso,Galicia,15957.81
2002-01-01,Otros productos en volumen,Galicia,4336.28
2003-01-01,Huevos,Galicia,27546.2
2003-01-01,Miel,Galicia,1617.2
2003-01-01,Carne,Galicia,166651.33
2003-01-01,Pesca,Galicia,84872.33
2003-01-01,Leche líquida,Galicia,312363.18
2003-01-01,Otras leches,Galicia,939.77
2003-01-01,Preparados lacteos,Galicia,2131.17
2003-01-01,Derivados lacteos,Galicia,73580.03
2003-01-01,Pan,Galicia,171364.78
2003-01-01,Boll/Past/Gallet/Cere,Galicia,33523.57
2003-01-01,Choco/Cacao/Suc,Galicia,11610.35
2003-01-01,Arroz,Galicia,11038.16
2003-01-01,Pasta,Galicia,13126.8
2003-01-01,Azucar,Galicia,18765.36
2003-01-01,Edulcorante,Galicia,398.14
2003-01-01,Legumbre,Galicia,6546.7
2003-01-01,Aceite,Galicia,57057.97
2003-01-01,Margarina,Galicia,1829.14
2003-01-01,Aceitunas,Galicia,3887.18
2003-01-01,Zumos,Galicia,23067.89
2003-01-01,Patatas,Galicia,88520.11
2003-01-01,Hortalizas frescas,Galicia,125977.18
2003-01-01,Frutas frescas,Galicia,238981.78
2003-01-01,Frutos secos,Galicia,7781.47
2003-01-01,Platos preparados,Galicia,16450.97
2003-01-01,Cafés e infusiones,Galicia,4664.29
2003-01-01,Caldos,Galicia,444.46
2003-01-01,Salsas,Galicia,2861.29
2003-01-01,Agua,Galicia,89868.17
2003-01-01,Refrescos,Galicia,82822.98
2003-01-01,Otros productos en peso,Galicia,15397.0
2003-01-01,Otros productos en volumen,Galicia,5555.05
2004-01-01,Huevos,Galicia,28990.24
2004-01-01,Miel,Galicia,1529.89
2004-01-01,Carne,Galicia,174743.24
2004-01-01,Pesca,Galicia,89615.76
2004-01-01,Leche líquida,Galicia,290107.81
2004-01-01,Otras leches,Galicia,1295.77
2004-01-01,Preparados lacteos,Galicia,2055.66
2004-01-01,Derivados lacteos,Galicia,77263.06
2004-01-01,Pan,Galicia,161169.07
2004-01-01,Boll/Past/Gallet/Cere,Galicia,33648.94
2004-01-01,Choco/Cacao/Suc,Galicia,11911.7
2004-01-01,Arroz,Galicia,11551.68
2004-01-01,Pasta,Galicia,12991.82
2004-01-01,Azucar,Galicia,18688.55
2004-01-01,Edulcorante,Galicia,120.38
2004-01-01,Legumbre,Galicia,6226.16
2004-01-01,Aceite,Galicia,58051.41
2004-01-01,Margarina,Galicia,1744.32
2004-01-01,Aceitunas,Galicia,3896.33
2004-01-01,Vinagre,Galicia,2767.55
2004-01-01,Zumos,Galicia,22278.73
2004-01-01,Patatas,Galicia,100135.47
2004-01-01,Hortalizas frescas,Galicia,133745.9
2004-01-01,Frutas frescas,Galicia,246037.17
2004-01-01,Frutos secos,Galicia,7160.56
2004-01-01,Platos preparados,Galicia,17356.63
2004-01-01,Cafés e infusiones,Galicia,4873.76
2004-01-01,Caldos,Galicia,507.71
2004-01-01,Salsas,Galicia,2704.73
2004-01-01,Agua,Galicia,84270.84
2004-01-01,Refrescos,Galicia,94081.05
2004-01-01,Otros productos en peso,Galicia,16117.69
2004-01-01,Otros productos en volumen,Galicia,2786.37
2005-01-01,Huevos,Galicia,29001.48
2005-01-01,Miel,Galicia,1460.26
2005-01-01,Carne,Galicia,185148.92
2005-01-01,Pesca,Galicia,100903.33
2005-01-01,Leche líquida,Galicia,287679.01
2005-01-01,Otras leches,Galicia,1110.29
2005-01-01,Preparados lacteos,Galicia,1669.81
2005-01-01,Derivados lacteos,Galicia,82134.29
2005-01-01,Pan,Galicia,168229.47
2005-01-01,Boll/Past/Gallet/Cere,Galicia,38905.03
2005-01-01,Choco/Cacao/Suc,Galicia,11625.69
2005-01-01,Arroz,Galicia,12886.72
2005-01-01,Pasta,Galicia,14088.58
2005-01-01,Azucar,Galicia,17549.43
2005-01-01,Edulcorante,Galicia,143.6
2005-01-01,Legumbre,Galicia,6722.01
2005-01-01,Aceite,Galicia,62355.62
2005-01-01,Margarina,Galicia,1763.63
2005-01-01,Aceitunas,Galicia,4059.39
2005-01-01,Vinagre,Galicia,3352.38
2005-01-01,Zumos,Galicia,24542.1
2005-01-01,Patatas,Galicia,111350.73
2005-01-01,Hortalizas frescas,Galicia,152916.45
2005-01-01,Frutas frescas,Galicia,273946.17
2005-01-01,Frutos secos,Galicia,7737.81
2005-01-01,Platos preparados,Galicia,18700.44
2005-01-01,Cafés e infusiones,Galicia,4746.33
2005-01-01,Caldos,Galicia,565.92
2005-01-01,Salsas,Galicia,3241.05
2005-01-01,Agua,Galicia,91103.89
2005-01-01,Refrescos,Galicia,106609.08
2005-01-01,Harinas,Galicia,7189.04
2005-01-01,Encurtidos,Galicia,438.19
2005-01-01,Especias,Galicia,289.99
2005-01-01,Sal,Galicia,3522.23
2005-01-01,Otros productos en peso,Galicia,1907.35
2005-01-01,Otros productos en volumen,Galicia,2746.0
2006-01-01,Huevos,Galicia,29108.6
2006-01-01,Miel,Galicia,4944.01
2006-01-01,Carne,Galicia,179638.49
2006-01-01,Pesca,Galicia,102455.41
2006-01-01,Leche líquida,Galicia,278361.13
2006-01-01,Otras leches,Galicia,1085.58
2006-01-01,Preparados lacteos,Galicia,2170.77
2006-01-01,Derivados lacteos,Galicia,87371.68
2006-01-01,Pan,Galicia,155903.84
2006-01-01,Boll/Past/Gallet/Cere,Galicia,38114.71
2006-01-01,Choco/Cacao/Suc,Galicia,12210.36
2006-01-01,Arroz,Galicia,13237.91
2006-01-01,Pasta,Galicia,13575.4
2006-01-01,Azucar,Galicia,17864.57
2006-01-01,Edulcorante,Galicia,116.19
2006-01-01,Legumbre,Galicia,7246.95
2006-01-01,Aceite,Galicia,59237.88
2006-01-01,Margarina,Galicia,1657.92
2006-01-01,Aceitunas,Galicia,4542.38
2006-01-01,Vinagre,Galicia,3111.0
2006-01-01,Zumos,Galicia,26760.29
2006-01-01,Patatas,Galicia,107954.63
2006-01-01,Hortalizas frescas,Galicia,154136.1
2006-01-01,Frutas frescas,Galicia,272048.45
2006-01-01,Frutos secos,Galicia,8556.75
2006-01-01,Platos preparados,Galicia,19951.77
2006-01-01,Cafés e infusiones,Galicia,5101.55
2006-01-01,Caldos,Galicia,528.87
2006-01-01,Salsas,Galicia,3632.33
2006-01-01,Agua,Galicia,105916.82
2006-01-01,Refrescos,Galicia,117477.23
2006-01-01,Harinas,Galicia,7353.6
2006-01-01,Encurtidos,Galicia,688.31
2006-01-01,Especias,Galicia,395.11
2006-01-01,Sal,Galicia,3487.95
2006-01-01,Otros productos en peso,Galicia,1879.22
2006-01-01,Otros productos en volumen,Galicia,4604.44
2007-01-01,Huevos,Galicia,27742.79
2007-01-01,Miel,Galicia,1876.69
2007-01-01,Carne,Galicia,168538.73
2007-01-01,Pesca,Galicia,103653.81
2007-01-01,Leche líquida,Galicia,288312.91
2007-01-01,Otras leches,Galicia,1191.82
2007-01-01,Preparados lacteos,Galicia,2463.64
2007-01-01,Derivados lacteos,Galicia,89836.52
2007-01-01,Pan,Galicia,160483.36
2007-01-01,Boll/Past/Gallet/Cere,Galicia,41292.54
2007-01-01,Choco/Cacao/Suc,Galicia,12596.73
2007-01-01,Arroz,Galicia,11869.27
2007-01-01,Pasta,Galicia,12410.0
2007-01-01,Azucar,Galicia,16849.7
2007-01-01,Edulcorante,Galicia,191.84
2007-01-01,Legumbre,Galicia,6954.58
2007-01-01,Aceite,Galicia,62716.42
2007-01-01,Margarina,Galicia,1808.5
2007-01-01,Aceitunas,Galicia,4622.88
2007-01-01,Vinagre,Galicia,2824.68
2007-01-01,Zumos,Galicia,28841.88
2007-01-01,Patatas,Galicia,120841.61
2007-01-01,Hortalizas frescas,Galicia,149774.42
2007-01-01,Frutas frescas,Galicia,295648.03
2007-01-01,Frutos secos,Galicia,8119.85
2007-01-01,Platos preparados,Galicia,21667.97
2007-01-01,Cafés e infusiones,Galicia,5134.73
2007-01-01,Caldos,Galicia,522.24
2007-01-01,Salsas,Galicia,3947.78
2007-01-01,Agua,Galicia,107373.29
2007-01-01,Refrescos,Galicia,129238.71
2007-01-01,Harinas,Galicia,7390.25
2007-01-01,Encurtidos,Galicia,708.6
2007-01-01,Especias,Galicia,339.76
2007-01-01,Sal,Galicia,3877.74
2007-01-01,Otros productos en peso,Galicia,1687.57
2007-01-01,Otros productos en volumen,Galicia,6020.67
2008-01-01,Huevos,Galicia,24692.89
2008-01-01,Miel,Galicia,1958.35
2008-01-01,Carne,Galicia,168982.05
2008-01-01,Pesca,Galicia,103039.64
2008-01-01,Leche líquida,Galicia,259917.41
2008-01-01,Otras leches,Galicia,1071.94
2008-01-01,Preparados lacteos,Galicia,2905.35
2008-01-01,Derivados lacteos,Galicia,90277.88
2008-01-01,Pan,Galicia,153101.04
2008-01-01,Boll/Past/Gallet/Cere,Galicia,39317.89
2008-01-01,Choco/Cacao/Suc,Galicia,12429.98
2008-01-01,Arroz,Galicia,8973.04
2008-01-01,Pasta,Galicia,10876.42
2008-01-01,Azucar,Galicia,15475.93
2008-01-01,Edulcorante,Galicia,125.13
2008-01-01,Legumbre,Galicia,6606.75
2008-01-01,Aceite,Galicia,56447.83
2008-01-01,Margarina,Galicia,1740.16
2008-01-01,Aceitunas,Galicia,4118.4
2008-01-01,Vinagre,Galicia,2522.64
2008-01-01,Zumos,Galicia,22490.03
2008-01-01,Patatas,Galicia,115948.73
2008-01-01,Hortalizas frescas,Galicia,151319.51
2008-01-01,Frutas frescas,Galicia,305793.47
2008-01-01,Frutos secos,Galicia,7408.26
2008-01-01,Platos preparados,Galicia,20079.82
2008-01-01,Cafés e infusiones,Galicia,4856.6
2008-01-01,Caldos,Galicia,474.18
2008-01-01,Salsas,Galicia,3523.29
2008-01-01,Agua,Galicia,100456.42
2008-01-01,Refrescos,Galicia,120612.9
2008-01-01,Harinas,Galicia,7600.16
2008-01-01,Encurtidos,Galicia,687.13
2008-01-01,Especias,Galicia,1449.17
2008-01-01,Sal,Galicia,3641.27
2008-01-01,Otros productos en peso,Galicia,1962.41
2008-01-01,Otros productos en volumen,Galicia,7506.97
2009-01-01,Huevos,Galicia,26215.74
2009-01-01,Miel,Galicia,1192.35
2009-01-01,Carne,Galicia,162664.62
2009-01-01,Pesca,Galicia,104052.44
2009-01-01,Leche líquida,Galicia,273474.44
2009-01-01,Otras leches,Galicia,1118.68
2009-01-01,Preparados lacteos,Galicia,2621.58
2009-01-01,Derivados lacteos,Galicia,93177.3
2009-01-01,Pan,Galicia,141259.55
2009-01-01,Boll/Past/Gallet/Cere,Galicia,40836.17
2009-01-01,Choco/Cacao/Suc,Galicia,12722.26
2009-01-01,Arroz,Galicia,8802.9
2009-01-01,Pasta,Galicia,11453.4
2009-01-01,Azucar,Galicia,18170.33
2009-01-01,Edulcorante,Galicia,195.22
2009-01-01,Legumbre,Galicia,6566.33
2009-01-01,Aceite,Galicia,54635.68
2009-01-01,Margarina,Galicia,1916.08
2009-01-01,Aceitunas,Galicia,4128.58
2009-01-01,Vinagre,Galicia,2363.05
2009-01-01,Zumos,Galicia,22348.95
2009-01-01,Patatas,Galicia,124345.12
2009-01-01,Hortalizas frescas,Galicia,152298.42
2009-01-01,Frutas frescas,Galicia,321606.44
2009-01-01,Frutos secos,Galicia,8793.37
2009-01-01,Platos preparados,Galicia,20070.27
2009-01-01,Cafés e infusiones,Galicia,5087.4
2009-01-01,Caldos,Galicia,522.14
2009-01-01,Salsas,Galicia,3860.52
2009-01-01,Agua,Galicia,99677.85
2009-01-01,Refrescos,Galicia,119894.55
2009-01-01,Harinas,Galicia,7900.09
2009-01-01,Encurtidos,Galicia,609.7
2009-01-01,Especias,Galicia,307.56
2009-01-01,Sal,Galicia,3394.91
2009-01-01,Otros productos en peso,Galicia,1846.53
2009-01-01,Otros productos en volumen,Galicia,8451.61
2010-01-01,Huevos,Galicia,23019.21
2010-01-01,Miel,Galicia,1176.86
2010-01-01,Carne,Galicia,155027.9
2010-01-01,Pesca,Galicia,93516.04
2010-01-01,Leche líquida,Galicia,259282.4
2010-01-01,Otras leches,Galicia,1429.65
2010-01-01,Preparados lacteos,Galicia,2223.73
2010-01-01,Derivados lacteos,Galicia,99297.56
2010-01-01,Pan,Galicia,128741.56
2010-01-01,Boll/Past/Gallet/Cere,Galicia,39004.3
2010-01-01,Choco/Cacao/Suc,Galicia,11614.75
2010-01-01,Arroz,Galicia,9498.89
2010-01-01,Pasta,Galicia,11788.19
2010-01-01,Azucar,Galicia,17401.36
2010-01-01,Edulcorante,Galicia,178.51
2010-01-01,Legumbre,Galicia,6677.63
2010-01-01,Aceite,Galicia,55450.06
2010-01-01,Margarina,Galicia,1819.35
2010-01-01,Aceitunas,Galicia,4206.31
2010-01-01,Vinagre,Galicia,2234.87
2010-01-01,Zumos,Galicia,29599.2
2010-01-01,Patatas,Galicia,102045.77
2010-01-01,Hortalizas frescas,Galicia,142717.75
2010-01-01,Frutas frescas,Galicia,303809.97
2010-01-01,Frutos secos,Galicia,7382.22
2010-01-01,Platos preparados,Galicia,22532.65
2010-01-01,Cafés e infusiones,Galicia,5188.44
2010-01-01,Caldos,Galicia,507.4
2010-01-01,Salsas,Galicia,4132.59
2010-01-01,Agua,Galicia,101811.14
2010-01-01,Refrescos,Galicia,119819.61
2010-01-01,Harinas,Galicia,8858.9
2010-01-01,Encurtidos,Galicia,671.16
2010-01-01,Especias,Galicia,302.77
2010-01-01,Sal,Galicia,3575.29
2010-01-01,Otros productos en peso,Galicia,1698.24
2010-01-01,Otros productos en volumen,Galicia,9633.56
2011-01-01,Huevos,Galicia,21770.34
2011-01-01,Miel,Galicia,939.18
2011-01-01,Carne,Galicia,151274.3
2011-01-01,Pesca,Galicia,87482.4
2011-01-01,Leche líquida,Galicia,245897.33
2011-01-01,Otras leches,Galicia,1308.11
2011-01-01,Preparados lacteos,Galicia,4047.83
2011-01-01,Derivados lacteos,Galicia,100365.18
2011-01-01,Pan,Galicia,122260.14
2011-01-01,Boll/Past/Gallet/Cere,Galicia,38665.66
2011-01-01,Choco/Cacao/Suc,Galicia,11647.01
2011-01-01,Arroz,Galicia,9234.14
2011-01-01,Pasta,Galicia,11624.04
2011-01-01,Azucar,Galicia,15362.31
2011-01-01,Edulcorante,Galicia,194.58
2011-01-01,Legumbre,Galicia,5893.19
2011-01-01,Aceite,Galicia,53413.31
2011-01-01,Margarina,Galicia,1590.86
2011-01-01,Aceitunas,Galicia,4278.98
2011-01-01,Vinagre,Galicia,2335.71
2011-01-01,Zumos,Galicia,26574.35
2011-01-01,Patatas,Galicia,86265.07
2011-01-01,Hortalizas frescas,Galicia,156046.32
2011-01-01,Frutas frescas,Galicia,299041.43
2011-01-01,Frutos secos,Galicia,7198.6
2011-01-01,Platos preparados,Galicia,23678.38
2011-01-01,Cafés e infusiones,Galicia,5408.12
2011-01-01,Caldos,Galicia,548.65
2011-01-01,Salsas,Galicia,3948.39
2011-01-01,Agua,Galicia,97166.95
2011-01-01,Refrescos,Galicia,119396.06
2011-01-01,Harinas,Galicia,8447.37
2011-01-01,Encurtidos,Galicia,799.68
2011-01-01,Especias,Galicia,301.38
2011-01-01,Sal,Galicia,3673.17
2011-01-01,Otros productos en peso,Galicia,1604.63
2011-01-01,Otros productos en volumen,Galicia,9582.32
2012-01-01,Huevos,Galicia,21485.37
2012-01-01,Miel,Galicia,1088.77
2012-01-01,Carne,Galicia,148892.89
2012-01-01,Pesca,Galicia,88732.45
