AÑO,CATEGORIAS,COMUNIDAD AUTONOMA,CANTIDAD 
2002,TOMATES,BALEARES,3241.29
2002,TOMATE FRITO,BALEARES,1432.0100000000002
2002,"MERMELADAS,CONFIT.",BALEARES,0.0
2002,FRUTA CONS/ALMIBAR,BALEARES,0.0
2002,FRUTA ESCARCHADA,BALEARES,0.0
2002,RESTO FRUTA CONSER,BALEARES,0.0
2002,VERD./HORT.CONGELAD,BALEARES,0.0
2002,FRUTAS CONGELADAS,BALEARES,0.0
2002,P.P.CONSERVA CARNE,BALEARES,585.76
2002,P.P.CONSERV PESCADO,BALEARES,0.0
2002,P.P.CONGELADO CARNE,BALEARES,277.16
2002,P.P.CONGEL.PESCADO,BALEARES,734.8399999999999
2002,P.P.CONGEL.VEGETAL,BALEARES,249.96
2002,OTROS P.P.CONGELADO,BALEARES,320.2900000000001
2002,P.P.SOPAS Y CREMAS,BALEARES,1886.3700000000003
2002,P.P.PIZZA,BALEARES,1387.13
2002,PLAT.PREP.OTROS,BALEARES,573.9
2002,CAFE G. O M.TORREFAC,BALEARES,0.0
2002,CAFE G. O M.NATURAL,BALEARES,796.9299999999998
2002,CAFE G. O M.MEZCLA,BALEARES,266.39000000000004
2002,CAFE G. O M.DESCA,BALEARES,220.75000000000003
2002,CAFE SOLUBLE,BALEARES,161.1
2002,SUCEDANEOS DE CAFE,BALEARES,17.759999999999998
2002,TE,BALEARES,10.9
2002,MANZANILLA,BALEARES,7.57
2002,POLEO,BALEARES,2.2000000000000006
2002,OTRAS INFUSIONES,BALEARES,44.190000000000005
2002,CALDOS,BALEARES,183.73999999999998
2002,SALSAS,BALEARES,1352.22
2002,AGUA DE BEBIDA ENVAS.,BALEARES,60572.53
2002,GASEOSAS Y BEBID.REFR,BALEARES,31349.83
2002,OTROS PROD.EN PESO,BALEARES,4470.070000000001
2002,OTROS PROD.EN VOLUMEN,BALEARES,1860.5299999999997
2003,T.HUEVOS KGS,BALEARES,7352.620000000001
2003,OTRAS AVES,BALEARES,903.93
2003,MIEL,BALEARES,408.67
2003,CARNE VACUNO,BALEARES,4140.3
2003,CARNE POLLO,BALEARES,10532.949999999999
2003,CARNE CONEJO,BALEARES,687.1
2003,CARNE OVINO/CAPRINO,BALEARES,2031.5099999999998
2003,CARNE CERDO,BALEARES,7650.269999999999
2003,CARNE DESPOJOS,BALEARES,810.9200000000001
2003,OTRAS CARNES FRESCA,BALEARES,2438.5899999999997
2003,CARNE CONGELADA,BALEARES,203.95
2003,CARNE TRANSFORMADA,BALEARES,8241.52
2003,TOCINO Y MANTECA,BALEARES,687.16
2003,PESCADOS FRESCOS,BALEARES,4728.76
2003,PESCADOS CONGELADOS,BALEARES,2122.7400000000002
2003,MARISCO/MOLUSCO/CRUS,BALEARES,4831.150000000001
2003,CONS.PESCADO/MOLUSCO,BALEARES,2431.0299999999997
2003,SALMON AHUMADO,BALEARES,104.23999999999998
2003,TRUCHA AHUMADA,BALEARES,0.0
2003,OTROS AHUMADOS,BALEARES,0.0
2003,LECHE ENTERA,BALEARES,19049.69
2003,LECHE DESNATADA,BALEARES,9698.6
2003,LECHE SEMIDESNATAD,BALEARES,29377.47
2003,TOTAL OTRAS LECHES,BALEARES,391.09000000000003
2003,PREPARADOS LACTEOS,BALEARES,944.49
2003,BATIDOS DE LECHE,BALEARES,2256.0899999999997
2003,BATIDOS DE YOGURT,BALEARES,461.57000000000005
2003,MANTEQUILLA,BALEARES,109.68
2003,QUESO,BALEARES,5972.31
2003,HELADOS Y TARTAS,BALEARES,2705.81
2003,NATA,BALEARES,935.6599999999999
2003,CUAJADAS,BALEARES,217.74
2003,OT.DERIVADOS LACTEOS,BALEARES,3163.82
2003,PAN,BALEARES,32694.890000000003
2003,BOLL./PAST.ENVASADA,BALEARES,3375.38
2003,GALLETAS ENVASADAS,BALEARES,4480.82
2003,CEREALES DESAY.ENV.,BALEARES,715.0699999999999
2003,BOLL./PAST.GRANEL,BALEARES,1917.35
2003,GALLETAS GRANEL,BALEARES,29.97
2003,PRODUCTOS NAVIDEÑOS,BALEARES,710.46
2003,CHOCOLATES/CACAOS/SUC,BALEARES,2468.4400000000005
2003,TURRON DE CHOCOLATE,BALEARES,194.76
2003,ARROZ,BALEARES,4842.540000000001
2003,TOTAL PASTAS,BALEARES,4052.94
2003,AZUCAR,BALEARES,2917.4300000000003
2003,EDULCORANTES,BALEARES,141.41000000000003
2003,LEGUMBRES SECAS,BALEARES,873.7399999999999
2003,LEGUMBRES COCIDAS,BALEARES,1410.25
2003,TOTAL ACEITES DE OLIVA,BALEARES,8747.369999999999
2003,ACEITE DE GIRASOL,BALEARES,3093.23
2003,ACEITE DE MAIZ,BALEARES,12.66
2003,ACEITE DE SOJA,BALEARES,0.0
2003,ACEITE DE SEMILLA,BALEARES,242.24
2003,ACEITE DE ORUJO,BALEARES,248.11
2003,MARGARINA,BALEARES,589.64
2003,ACEITUNAS,BALEARES,2124.16
2003,TOTAL ZUMO Y NECTAR,BALEARES,9078.1
2003,PATATAS FRESCAS,BALEARES,17695.159999999996
2003,PATATAS CONGELADAS,BALEARES,572.52
2003,PATATAS PROCESADAS,BALEARES,985.1300000000001
2003,TOMATES,BALEARES,9863.979999999998
2003,CEBOLLAS,BALEARES,5134.150000000001
2003,AJOS,BALEARES,535.02
2003,COLES,BALEARES,1813.6999999999998
2003,PEPINOS,BALEARES,802.8199999999998
2003,JUDIAS VERDES,BALEARES,1147.3400000000001
2003,PIMIENTOS,BALEARES,3921.189999999999
2003,CHAMPIÑONES+O.SETAS,BALEARES,964.26
2003,LECHUGA/ESC./ENDIVIA,BALEARES,4537.16
2003,ESPARRAGOS,BALEARES,122.72999999999999
2003,VERDURAS DE HOJA,BALEARES,1072.6100000000001
2003,OTR.HORTALIZAS/VERD.,BALEARES,12307.26
2003,NARANJAS,BALEARES,14957.780000000002
2003,MANDARINAS,BALEARES,3018.8500000000004
2003,LIMONES,BALEARES,1313.4299999999998
2003,PLATANOS,BALEARES,8784.199999999999
2003,MANZANAS,BALEARES,8950.84
2003,MELOCOTONES,BALEARES,0.0
2003,ALBARICOQUES,BALEARES,0.0
2003,FRESAS/FRESON,BALEARES,1378.96
2003,MELON,BALEARES,9481.84
2003,SANDIA,BALEARES,0.0
2003,CIRUELAS,BALEARES,1355.96
2003,CEREZAS,BALEARES,626.4899999999999
2003,UVAS,BALEARES,2100.5499999999997
2003,KIWI,BALEARES,2479.04
2003,OTRAS FRUTAS FRESCAS,BALEARES,3646.9900000000002
2003,FRUTOS SECOS,BALEARES,2003.0800000000002
2003,TOMATES,BALEARES,3805.43
2003,TOMATE FRITO,BALEARES,2126.87
2003,"MERMELADAS,CONFIT.",BALEARES,368.06000000000006
2003,FRUTA CONS/ALMIBAR,BALEARES,1037.96
2003,FRUTA ESCARCHADA,BALEARES,3.86
2003,RESTO FRUTA CONSER,BALEARES,82.59
2003,VERD./HORT.CONGELAD,BALEARES,2663.09
2003,FRUTAS CONGELADAS,BALEARES,0.0
2003,P.P.CONSERVA CARNE,BALEARES,886.1500000000001
2003,P.P.CONSERV PESCADO,BALEARES,2.64
2003,P.P.CONGELADO CARNE,BALEARES,437.81
2003,P.P.CONGEL.PESCADO,BALEARES,826.64
2003,P.P.CONGEL.VEGETAL,BALEARES,335.16999999999996
2003,OTROS P.P.CONGELADO,BALEARES,461.79999999999995
2003,P.P.SOPAS Y CREMAS,BALEARES,2344.57
2003,P.P.PIZZA,BALEARES,1415.81
2003,PLAT.PREP.OTROS,BALEARES,1031.36
2003,CAFE G. O M.TORREFAC,BALEARES,22.51
2003,CAFE G. O M.NATURAL,BALEARES,529.45
2003,CAFE G. O M.MEZCLA,BALEARES,226.43999999999997
2003,CAFE G. O M.DESCA,BALEARES,216.84999999999997
2003,CAFE SOLUBLE,BALEARES,174.57
2003,SUCEDANEOS DE CAFE,BALEARES,16.65
2003,TE,BALEARES,8.1
2003,MANZANILLA,BALEARES,9.159999999999998
2003,POLEO,BALEARES,5.7299999999999995
2003,OTRAS INFUSIONES,BALEARES,17.75
2003,CALDOS,BALEARES,198.83000000000004
2003,SALSAS,BALEARES,1439.2400000000002
2003,AGUA DE BEBIDA ENVAS.,BALEARES,68557.87000000001
2003,GASEOSAS Y BEBID.REFR,BALEARES,36422.75
2003,OTROS PROD.EN PESO,BALEARES,4211.969999999999
2003,OTROS PROD.EN VOLUMEN,BALEARES,3287.5800000000004
2004,T.HUEVOS KGS,BALEARES,6067.170000000001
2004,OTRAS AVES,BALEARES,0.0
2004,MIEL,BALEARES,555.04
2004,CARNE VACUNO,BALEARES,4296.88
2004,CARNE POLLO,BALEARES,11711.29
2004,CARNE CONEJO,BALEARES,632.17
2004,CARNE OVINO/CAPRINO,BALEARES,1757.4999999999998
2004,CARNE CERDO,BALEARES,7549.009999999999
2004,CARNE DESPOJOS,BALEARES,1060.91
2004,OTRAS CARNES FRESCA,BALEARES,2562.2
2004,AVESTRUZ,BALEARES,0.0
2004,PAVO,BALEARES,354.32
2004,OTRAS AVES,BALEARES,376.30999999999995
2004,CARNE CONGELADA,BALEARES,165.40000000000003
2004,CARNE TRANSFORMADA,BALEARES,7494.259999999999
2004,TOCINO Y MANTECA,BALEARES,563.1600000000001
2004,PESCADOS FRESCOS,BALEARES,5403.46
2004,PESCADOS CONGELADOS,BALEARES,1738.75
2004,MARISCO/MOLUSCO/CRUS,BALEARES,5692.29
2004,CONS.PESCADO/MOLUSCO,BALEARES,2546.2200000000003
2004,SALMON AHUMADO,BALEARES,100.93
2004,TRUCHA AHUMADA,BALEARES,0.0
2004,OTROS AHUMADOS,BALEARES,0.0
2004,LECHE ENTERA,BALEARES,22024.519999999997
2004,LECHE DESNATADA,BALEARES,13189.59
2004,LECHE SEMIDESNATAD,BALEARES,27142.620000000003
2004,TOTAL OTRAS LECHES,BALEARES,384.01000000000005
2004,PREPARADOS LACTEOS,BALEARES,537.51
2004,BATIDOS DE LECHE,BALEARES,3008.86
2004,BATIDOS DE YOGURT,BALEARES,515.6999999999999
2004,LECHES FERMENTADAS,BALEARES,11655.630000000001
2004,MANTEQUILLA,BALEARES,113.98999999999998
2004,QUESO,BALEARES,6295.5
2004,HELADOS Y TARTAS,BALEARES,3670.79
2004,NATA,BALEARES,891.1
2004,NATILLAS,BALEARES,611.06
2004,FLANES PREPARADOS,BALEARES,736.13
2004,CUAJADAS,BALEARES,222.14000000000001
2004,CREMA DE CHOCOLATE,BALEARES,408.6
2004,CREMA CATALANA,BALEARES,54.699999999999996
2004,POSTRES CON NATA,BALEARES,210.89
2004,OT.DERIVADOS LACTEOS,BALEARES,531.9000000000001
2004,PAN,BALEARES,31429.78
2004,BOLL./PAST.ENVASADA,BALEARES,3811.2599999999993
2004,GALLETAS ENVASADAS,BALEARES,5565.8
2004,CEREALES DESAY.ENV.,BALEARES,1016.1700000000001
2004,BOLL./PAST.GRANEL,BALEARES,1935.0100000000002
2004,GALLETAS GRANEL,BALEARES,0.0
2004,PRODUCTOS NAVIDEÑOS,BALEARES,756.7199999999999
2004,CHOCOLATES/CACAOS/SUC,BALEARES,2696.2900000000004
2004,TURRON DE CHOCOLATE,BALEARES,152.43
2004,CACAO SOLUBLE,BALEARES,911.1400000000001
2004,ARROZ,BALEARES,4949.66
2004,TOTAL PASTAS,BALEARES,3852.2499999999995
2004,AZUCAR,BALEARES,3053.83
2004,EDULCORANTES,BALEARES,45.11
2004,LEGUMBRES SECAS,BALEARES,811.1600000000001
2004,LEGUMBRES COCIDAS,BALEARES,2170.9900000000002
2004,TOTAL ACEITES DE OLIVA,BALEARES,8681.09
2004,ACEITE DE GIRASOL,BALEARES,3220.05
2004,ACEITE DE MAIZ,BALEARES,0.0
2004,ACEITE DE SOJA,BALEARES,0.0
2004,ACEITE DE SEMILLA,BALEARES,175.67
2004,ACEITE DE ORUJO,BALEARES,179.81
2004,MARGARINA,BALEARES,583.58
2004,ACEITUNAS,BALEARES,2010.3999999999999
2004,VINAGRE,BALEARES,734.9100000000001
2004,TOTAL ZUMO Y NECTAR,BALEARES,10238.670000000002
2004,PATATAS FRESCAS,BALEARES,17255.43
2004,PATATAS CONGELADAS,BALEARES,581.2700000000001
2004,PATATAS PROCESADAS,BALEARES,1104.94
2004,TOMATES,BALEARES,9819.88
2004,CEBOLLAS,BALEARES,4614.4400000000005
2004,AJOS,BALEARES,808.86
2004,COLES,BALEARES,1215.41
2004,PEPINOS,BALEARES,917.36
2004,JUDIAS VERDES,BALEARES,1207.6799999999998
2004,PIMIENTOS,BALEARES,3996.2700000000004
2004,CHAMPIÑONES+O.SETAS,BALEARES,970.5699999999999
2004,LECHUGA/ESC./ENDIVIA,BALEARES,4072.43
2004,ESPARRAGOS,BALEARES,0.0
2004,VERDURAS DE HOJA,BALEARES,625.9
2004,BERENJENAS,BALEARES,1462.53
2004,ZANAHORIAS,BALEARES,3234.2
2004,CALABACINES,BALEARES,1308.45
2004,OTR.HORTALIZAS/VERD.,BALEARES,7632.449999999999
2004,NARANJAS,BALEARES,13021.139999999998
2004,MANDARINAS,BALEARES,3094.38
2004,LIMONES,BALEARES,1244.4199999999998
2004,PLATANOS,BALEARES,8989.64
2004,MANZANAS,BALEARES,9319.14
2004,MELOCOTONES,BALEARES,0.0
2004,ALBARICOQUES,BALEARES,0.0
2004,FRESAS/FRESON,BALEARES,1486.4199999999998
2004,MELON,BALEARES,7566.29
2004,SANDIA,BALEARES,7261.879999999999
2004,CIRUELAS,BALEARES,1135.2300000000002
2004,CEREZAS,BALEARES,542.27
2004,UVAS,BALEARES,2276.74
2004,KIWI,BALEARES,2778.01
2004,AGUACATE,BALEARES,252.66
2004,PIÑA,BALEARES,510.80999999999995
2004,OTRAS FRUTAS FRESCAS,BALEARES,4998.070000000001
2004,FRUTOS SECOS,BALEARES,2922.6400000000003
2004,GUISANTES,BALEARES,64.62
2004,JUDIAS VERDES,BALEARES,91.02999999999997
2004,PIMIENTOS,BALEARES,137.82999999999998
2004,ESPARRAGOS,BALEARES,272.83
2004,ALCACHOFAS,BALEARES,131.36
2004,CHAMPIÑOSNES+SETAS,BALEARES,336.87
2004,MAIZ DULCE,BALEARES,246.57999999999998
2004,MENESTRA,BALEARES,0.0
2004,TOMATES,BALEARES,3961.1499999999996
2004,TOMATE FRITO,BALEARES,2033.9599999999998
2004,OTRA VERD/HORT.CON,BALEARES,340.0999999999999
2004,"MERMELADAS,CONFIT.",BALEARES,421.9
2004,FRUTA CONS/ALMIBAR,BALEARES,1181.54
2004,FRUTA ESCARCHADA,BALEARES,0.0
2004,RESTO FRUTA CONSER,BALEARES,82.30000000000001
2004,VERD./HORT.CONGELAD,BALEARES,2531.69
2004,GUISANTES,BALEARES,484.04
2004,MENESTRA,BALEARES,344.77
2004,FRUTAS CONGELADAS,BALEARES,0.0
2004,P.P.CONSERVA CARNE,BALEARES,915.51
2004,P.P.CONSERV PESCADO,BALEARES,0.0
2004,P.P.CONGELADO CARNE,BALEARES,668.2000000000002
2004,P.P.CONGEL.PESCADO,BALEARES,895.3800000000001
2004,P.P.CONGEL.VEGETAL,BALEARES,397.46000000000004
2004,OTROS P.P.CONGELADO,BALEARES,556.6299999999999
2004,P.P.SOPAS Y CREMAS,BALEARES,2986.95
2004,P.P.PIZZA,BALEARES,1426.6100000000001
2004,PLAT.PREP.OTROS,BALEARES,1079.31
2004,CAFE G. O M.TORREFAC,BALEARES,0.0
2004,CAFE G. O M.NATURAL,BALEARES,731.0400000000001
2004,CAFE G. O M.MEZCLA,BALEARES,190.02000000000004
2004,CAFE G. O M.DESCA,BALEARES,231.97
2004,CAFE SOLUBLE,BALEARES,182.19
2004,SUCEDANEOS DE CAFE,BALEARES,22.860000000000003
2004,TE,BALEARES,20.509999999999998
2004,MANZANILLA,BALEARES,7.150000000000001
2004,POLEO,BALEARES,2.8800000000000003
2004,OTRAS INFUSIONES,BALEARES,24.93
2004,CALDOS,BALEARES,235.85999999999999
2004,SALSAS,BALEARES,1354.25
2004,AGUA DE BEBIDA ENVAS.,BALEARES,79524.16
2004,GASEOSAS Y BEBID.REFR,BALEARES,38612.630000000005
2004,OTROS PROD.EN PESO,BALEARES,4245.610000000001
2004,OTROS PROD.EN VOLUMEN,BALEARES,2267.1400000000003
2005,T.HUEVOS KGS,BALEARES,6667.33
2005,OTRAS AVES,BALEARES,737.1899999999999
2005,MIEL,BALEARES,446.93000000000006
2005,SALCHICHAS FRESCAS,BALEARES,831.5000000000001
2005,CARNE VACUNO,BALEARES,4545.82
2005,CARNE POLLO,BALEARES,12505.84
2005,CARNE CONEJO,BALEARES,1026.79
2005,CARNE OVINO/CAPRINO,BALEARES,1660.2800000000002
2005,CARNE CERDO,BALEARES,9857.749999999998
2005,CARNE DESPOJOS,BALEARES,1039.7
2005,OTRAS CARNES FRESCA,BALEARES,3413.29
2005,AVESTRUZ,BALEARES,11.6
2005,PAVO,BALEARES,391.91
2005,OTRAS AVES,BALEARES,706.6100000000001
2005,CARNE CONGELADA,BALEARES,243.84999999999997
2005,SALCHICHAS CONGELAD,BALEARES,0.0
2005,CARNE TRANSFORMADA,BALEARES,8850.66
2005,TOCINO Y MANTECA,BALEARES,1186.92
2005,PESCADOS FRESCOS,BALEARES,5836.84
2005,PESCADOS CONGELADOS,BALEARES,1893.2299999999998
2005,MARISCO/MOLUSCO/CRUS,BALEARES,5494.610000000001
2005,CONS.PESCADO/MOLUSCO,BALEARES,2802.6400000000003
2005,SALMON AHUMADO,BALEARES,89.78
2005,TRUCHA AHUMADA,BALEARES,0.0
2005,OTROS AHUMADOS,BALEARES,1.88
2005,PESCADO SALADO,BALEARES,92.22
2005,LECHE ENTERA,BALEARES,22729.12
2005,LECHE DESNATADA,BALEARES,11931.17
2005,LECHE SEMIDESNATAD,BALEARES,25379.2
2005,TOTAL OTRAS LECHES,BALEARES,459.5400000000001
2005,PREPARADOS LACTEOS,BALEARES,673.3500000000001
2005,BATIDOS DE LECHE,BALEARES,2567.95
2005,BATIDOS DE YOGURT,BALEARES,789.0699999999998
2005,LECHES FERMENTADAS,BALEARES,13000.86
2005,MANTEQUILLA,BALEARES,126.5
2005,QUESO,BALEARES,6865.6900000000005
2005,HELADOS Y TARTAS,BALEARES,3843.14
2005,NATA,BALEARES,879.5999999999999
2005,NATILLAS,BALEARES,736.06
2005,FLANES PREPARADOS,BALEARES,689.97
2005,CUAJADAS,BALEARES,135.25
2005,CREMA DE CHOCOLATE,BALEARES,380.55
2005,CREMA CATALANA,BALEARES,56.589999999999996
2005,POSTRES CON NATA,BALEARES,347.38
2005,OT.DERIVADOS LACTEOS,BALEARES,713.8900000000001
2005,PAN,BALEARES,33785.99
2005,BOLL./PAST.ENVASADA,BALEARES,3769.98
2005,GALLETAS ENVASADAS,BALEARES,5880.18
2005,CEREALES DESAY.ENV.,BALEARES,1448.43
2005,BOLL./PAST.GRANEL,BALEARES,2427.0300000000007
2005,GALLETAS GRANEL,BALEARES,70.97999999999999
2005,PRODUCTOS NAVIDEÑOS,BALEARES,550.57
2005,CHOCOLATES/CACAOS/SUC,BALEARES,2960.3699999999994
2005,TURRON DE CHOCOLATE,BALEARES,198.55
2005,CACAO SOLUBLE,BALEARES,1150.5
2005,ARROZ,BALEARES,4980.66
2005,TOTAL PASTAS,BALEARES,4401.200000000001
2005,AZUCAR,BALEARES,2759.7299999999996
2005,EDULCORANTES,BALEARES,62.13
2005,LEGUMBRES SECAS,BALEARES,859.7100000000002
2005,LEGUMBRES COCIDAS,BALEARES,2669.63
2005,TOTAL ACEITES DE OLIVA,BALEARES,8736.009999999998
2005,ACEITE DE GIRASOL,BALEARES,3235.21
2005,ACEITE DE MAIZ,BALEARES,26.990000000000002
2005,ACEITE DE SOJA,BALEARES,7.91
2005,ACEITE DE SEMILLA,BALEARES,317.39
2005,ACEITE DE ORUJO,BALEARES,111.28
2005,MARGARINA,BALEARES,756.4399999999999
2005,ACEITUNAS,BALEARES,2005.03
2005,VINAGRE,BALEARES,802.9099999999999
2005,TOTAL ZUMO Y NECTAR,BALEARES,10049.83
2005,PATATAS FRESCAS,BALEARES,20180.260000000002
2005,PATATAS CONGELADAS,BALEARES,1116.8
2005,PATATAS PROCESADAS,BALEARES,1207.1399999999999
2005,TOMATES,BALEARES,10324.09
2005,CEBOLLAS,BALEARES,5710.77
2005,AJOS,BALEARES,809.5899999999999
2005,COLES,BALEARES,1217.1
2005,PEPINOS,BALEARES,1097.01
2005,JUDIAS VERDES,BALEARES,1348.89
2005,PIMIENTOS,BALEARES,4518.490000000001
2005,CHAMPIÑONES+O.SETAS,BALEARES,1254.77
2005,LECHUGA/ESC./ENDIVIA,BALEARES,4058.75
2005,ESPARRAGOS,BALEARES,135.5
2005,VERDURAS DE HOJA,BALEARES,966.93
2005,BERENJENAS,BALEARES,1923.2799999999997
2005,ZANAHORIAS,BALEARES,3327.0299999999997
2005,CALABACINES,BALEARES,1358.46
2005,OTR.HORTALIZAS/VERD.,BALEARES,7600.4
2005,NARANJAS,BALEARES,12021.9
2005,MANDARINAS,BALEARES,4145.7699999999995
2005,LIMONES,BALEARES,1102.43
2005,PLATANOS,BALEARES,7579.27
2005,MANZANAS,BALEARES,8945.05
2005,MELOCOTONES,BALEARES,3693.2300000000005
2005,ALBARICOQUES,BALEARES,764.43
2005,FRESAS/FRESON,BALEARES,1416.6699999999998
2005,MELON,BALEARES,8322.18
2005,SANDIA,BALEARES,5479.5
2005,CIRUELAS,BALEARES,1055.64
2005,CEREZAS,BALEARES,758.21
2005,UVAS,BALEARES,1887.56
2005,KIWI,BALEARES,3499.33
2005,AGUACATE,BALEARES,630.71
2005,PIÑA,BALEARES,929.4299999999998
2005,OTRAS FRUTAS FRESCAS,BALEARES,5885.18
2005,FRUTOS SECOS,BALEARES,2326.77
2005,GUISANTES,BALEARES,65.88
2005,JUDIAS VERDES,BALEARES,49.6
2005,PIMIENTOS,BALEARES,137.48
2005,ESPARRAGOS,BALEARES,379.15
2005,ALCACHOFAS,BALEARES,127.89
2005,CHAMPIÑOSNES+SETAS,BALEARES,359.36999999999995
2005,MAIZ DULCE,BALEARES,233.20999999999998
2005,MENESTRA,BALEARES,31.520000000000003
2005,TOMATES,BALEARES,4217.07
2005,TOMATE FRITO,BALEARES,1859.6999999999998
2005,OTRA VERD/HORT.CON,BALEARES,399.85999999999996
2005,"MERMELADAS,CONFIT.",BALEARES,388.66
2005,FRUTA CONS/ALMIBAR,BALEARES,1134.5300000000002
2005,FRUTA ESCARCHADA,BALEARES,3.6799999999999997
2005,RESTO FRUTA CONSER,BALEARES,84.85999999999999
2005,VERD./HORT.CONGELAD,BALEARES,2505.19
2005,GUISANTES,BALEARES,414.01
2005,MENESTRA,BALEARES,381.45000000000005
2005,FRUTAS CONGELADAS,BALEARES,0.55
2005,P.P.CONSERVA CARNE,BALEARES,1006.6099999999999
2005,P.P.CONSERV PESCADO,BALEARES,1.52
2005,P.P.CONSERVA PASTA,BALEARES,104.18
2005,P.P.CONGELADO CARNE,BALEARES,655.6899999999999
2005,P.P.CONGEL.PESCADO,BALEARES,1081.18
2005,P.P.CONGEL.VEGETAL,BALEARES,337.38
2005,P.P.CONGELADO PASTA,BALEARES,561.67
2005,OTROS P.P.CONGELADO,BALEARES,93.33
2005,P.P.SOPAS Y CREMAS,BALEARES,3037.25
2005,P.P.PIZZA,BALEARES,1833.3500000000001
2005,P.P.PASTA RESTO,BALEARES,84.31
2005,TORTILLAS REFRIGERAD,BALEARES,176.8
2005,PLAT.PREP.OTROS,BALEARES,1099.26
2005,CAFE G. O M.TORREFAC,BALEARES,11.74
2005,CAFE G. O M.NATURAL,BALEARES,719.83
2005,CAFE G. O M.MEZCLA,BALEARES,330.43
2005,CAFE G. O M.DESCA,BALEARES,204.6
2005,CAFE SOLUBLE,BALEARES,161.70999999999998
2005,SUCEDANEOS DE CAFE,BALEARES,26.42
2005,TE,BALEARES,18.79
2005,MANZANILLA,BALEARES,7.329999999999999
2005,POLEO,BALEARES,6.24
2005,OTRAS INFUSIONES,BALEARES,20.200000000000003
2005,CALDOS,BALEARES,258.73
2005,SALSAS,BALEARES,1547.9100000000003
2005,AGUA DE BEBIDA ENVAS.,BALEARES,92289.98
2005,GASEOSAS Y BEBID.REFR,BALEARES,33986.6
2005,BASES PIZZAS Y MASAS HO,BALEARES,164.55
2005,HARINAS Y SEMOLAS,BALEARES,1679.67
2005,ENCURTIDOS,BALEARES,265.71
2005,ESPECIAS Y CONDIMENTO,BALEARES,687.1780000000001
2005,SAL,BALEARES,947.3100000000001
2005,OTROS PROD.EN PESO,BALEARES,575.19
2005,OTROS PROD.EN VOLUMEN,BALEARES,2296.16
2006,T.HUEVOS KGS,BALEARES,6037.57
2006,OTRAS AVES,BALEARES,1724.42
2006,MIEL,BALEARES,380.42
2006,SALCHICHAS FRESCAS,BALEARES,643.31
2006,CARNE VACUNO,BALEARES,5083.8499999999985
2006,CARNE POLLO,BALEARES,12033.730000000001
2006,CARNE CONEJO,BALEARES,977.1300000000001
2006,CARNE OVINO/CAPRINO,BALEARES,2300.5899999999997
2006,CARNE CERDO,BALEARES,9062.81
2006,CARNE DESPOJOS,BALEARES,1066.37
2006,OTRAS CARNES FRESCA,BALEARES,2376.2
2006,AVESTRUZ,BALEARES,0.0
2006,PAVO,BALEARES,422.85
2006,OTRAS AVES,BALEARES,647.4799999999999
2006,CARNE CONGELADA,BALEARES,508.12
2006,SALCHICHAS CONGELAD,BALEARES,85.03999999999999
2006,CARNE TRANSFORMADA,BALEARES,8247.57
2006,TOCINO Y MANTECA,BALEARES,1363.75
2006,PESCADOS FRESCOS,BALEARES,5933.67
2006,PESCADOS CONGELADOS,BALEARES,1905.0800000000002
2006,MARISCO/MOLUSCO/CRUS,BALEARES,5550.66
2006,CONS.PESCADO/MOLUSCO,BALEARES,2737.7999999999993
2006,SALMON AHUMADO,BALEARES,105.59
2006,TRUCHA AHUMADA,BALEARES,2.81
2006,OTROS AHUMADOS,BALEARES,4.6
2006,PESCADO SALADO,BALEARES,72.95
2006,LECHE ENTERA,BALEARES,18580.36
2006,LECHE DESNATADA,BALEARES,16221.56
2006,LECHE SEMIDESNATAD,BALEARES,21408.309999999998
2006,TOTAL OTRAS LECHES,BALEARES,442.65000000000003
2006,PREPARADOS LACTEOS,BALEARES,1102.89
2006,BATIDOS DE LECHE,BALEARES,2262.09
2006,BATIDOS DE YOGURT,BALEARES,745.75
2006,LECHES FERMENTADAS,BALEARES,12432.98
2006,MANTEQUILLA,BALEARES,172.44
2006,QUESO,BALEARES,6571.240000000001
2006,HELADOS Y TARTAS,BALEARES,3896.0099999999998
2006,NATA,BALEARES,837.4399999999999
2006,NATILLAS,BALEARES,743.6500000000001
2006,FLANES PREPARADOS,BALEARES,582.0600000000001
2006,CUAJADAS,BALEARES,102.09
2006,CREMA DE CHOCOLATE,BALEARES,425.4
2006,CREMA CATALANA,BALEARES,92.02999999999999
2006,POSTRES CON NATA,BALEARES,296.4
2006,OT.DERIVADOS LACTEOS,BALEARES,892.2
2006,PAN,BALEARES,26862.750000000004
2006,BOLL./PAST.ENVASADA,BALEARES,3134.3599999999997
2006,GALLETAS ENVASADAS,BALEARES,5111.45
2006,CEREALES DESAY.ENV.,BALEARES,1357.01
2006,BOLL./PAST.GRANEL,BALEARES,1506.31
2006,GALLETAS GRANEL,BALEARES,37.92
2006,PRODUCTOS NAVIDEÑOS,BALEARES,572.0699999999999
2006,CHOCOLATES/CACAOS/SUC,BALEARES,2562.07
2006,TURRON DE CHOCOLATE,BALEARES,194.07
2006,CACAO SOLUBLE,BALEARES,965.1000000000001
2006,ARROZ,BALEARES,4789.35
2006,TOTAL PASTAS,BALEARES,4226.7
2006,AZUCAR,BALEARES,3147.3900000000003
2006,EDULCORANTES,BALEARES,49.59999999999999
