AÑO,CATEGORIAS,COMUNIDAD AUTONOMA,CANTIDAD 
2014,GALLETAS GRANEL,CASTILLA Y LEON,97.020134
2014,CEREALES DESAY.ENV.,CASTILLA Y LEON,3892.0982000000004
2014,PRODUCTOS NAVIDEÑOS,CASTILLA Y LEON,2155.019921
2014,CHOCOLATES/CACAOS/SUC,CASTILLA Y LEON,9443.40616
2014,TURRON DE CHOCOLATE,CASTILLA Y LEON,445.84449
2014,CACAO SOLUBLE,CASTILLA Y LEON,3881.1554
2014,ARROZ,CASTILLA Y LEON,8095.2161000000015
2014,TOTAL PASTAS,CASTILLA Y LEON,8950.259253
2014,AZUCAR,CASTILLA Y LEON,14263.980899999999
2014,EDULCORANTES,CASTILLA Y LEON,194.71221500000001
2014,LEGUMBRES SECAS,CASTILLA Y LEON,5243.793600000001
2014,LEGUMBRES COCIDAS,CASTILLA Y LEON,2091.4959999999996
2014,TOTAL ACEITES DE OLIVA,CASTILLA Y LEON,26777.371699999996
2014,ACEITE DE GIRASOL,CASTILLA Y LEON,11361.616600000001
2014,ACEITE DE MAIZ,CASTILLA Y LEON,83.960926
2014,ACEITE DE SOJA,CASTILLA Y LEON,0.0
2014,ACEITE DE SEMILLA,CASTILLA Y LEON,2056.09114
2014,ACEITE DE ORUJO,CASTILLA Y LEON,164.136065
2014,MARGARINA,CASTILLA Y LEON,1386.1689800000001
2014,ACEITUNAS,CASTILLA Y LEON,5631.175880000001
2014,VINAGRE,CASTILLA Y LEON,2909.9438
2014,TOTAL ZUMO Y NECTAR,CASTILLA Y LEON,20868.20163
2014,ZUMOS DE HORTALIZAS,CASTILLA Y LEON,151.77446
2014,PATATAS FRESCAS,CASTILLA Y LEON,53927.082
2014,PATATAS CONGELADAS,CASTILLA Y LEON,1330.12683
2014,PATATAS PROCESADAS,CASTILLA Y LEON,2365.7473
2014,TOMATES,CASTILLA Y LEON,30862.438000000002
2014,CEBOLLAS,CASTILLA Y LEON,19412.904000000002
2014,AJOS,CASTILLA Y LEON,4504.137000000001
2014,COLES,CASTILLA Y LEON,6122.4652
2014,PEPINOS,CASTILLA Y LEON,4950.2585
2014,JUDIAS VERDES,CASTILLA Y LEON,7206.201999999999
2014,PIMIENTOS,CASTILLA Y LEON,15550.487899999998
2014,CHAMPIÑONES+O.SETAS,CASTILLA Y LEON,3324.005299999999
2014,LECHUGA/ESC./ENDIVIA,CASTILLA Y LEON,12179.0357
2014,ESPARRAGOS,CASTILLA Y LEON,711.4810940000002
2014,VERDURAS DE HOJA,CASTILLA Y LEON,2634.7685
2014,BERENJENAS,CASTILLA Y LEON,2377.7462
2014,ZANAHORIAS,CASTILLA Y LEON,9475.514099999999
2014,CALABACINES,CASTILLA Y LEON,11250.781500000001
2014,OTR.HORTALIZAS/VERD.,CASTILLA Y LEON,19692.757100000003
2014,ALCACHOFAS,CASTILLA Y LEON,0.0
2014,NARANJAS,CASTILLA Y LEON,72551.504
2014,MANDARINAS,CASTILLA Y LEON,18435.855068
2014,LIMONES,CASTILLA Y LEON,6238.7549
2014,PLATANOS,CASTILLA Y LEON,28523.942
2014,MANZANAS,CASTILLA Y LEON,34234.387
2014,MELOCOTONES,CASTILLA Y LEON,9999.15782
2014,ALBARICOQUES,CASTILLA Y LEON,2437.9829489999997
2014,FRESAS/FRESON,CASTILLA Y LEON,8500.830329999999
2014,MELON,CASTILLA Y LEON,23857.0523
2014,SANDIA,CASTILLA Y LEON,23348.227182
2014,CIRUELAS,CASTILLA Y LEON,6054.741610000001
2014,CEREZAS,CASTILLA Y LEON,5931.42729
2014,UVAS,CASTILLA Y LEON,7065.82662
2014,KIWI,CASTILLA Y LEON,9009.991300000002
2014,AGUACATE,CASTILLA Y LEON,1668.4244300000003
2014,PIÑA,CASTILLA Y LEON,5562.3196
2014,OTRAS FRUTAS FRESCAS,CASTILLA Y LEON,21975.218699999998
2014,FRUTOS SECOS,CASTILLA Y LEON,7234.755024
2014,GUISANTES,CASTILLA Y LEON,740.7178399999999
2014,JUDIAS VERDES,CASTILLA Y LEON,775.3621599999999
2014,PIMIENTOS,CASTILLA Y LEON,1156.43553
2014,ESPARRAGOS,CASTILLA Y LEON,1763.19375
2014,ALCACHOFAS,CASTILLA Y LEON,497.50004
2014,CHAMPIÑOSNES+SETAS,CASTILLA Y LEON,1080.83006
2014,MAIZ DULCE,CASTILLA Y LEON,699.7318900000001
2014,MENESTRA,CASTILLA Y LEON,281.23908
2014,TOMATES,CASTILLA Y LEON,12467.491422000001
2014,TOMATE FRITO,CASTILLA Y LEON,10385.699900000001
2014,OTRA VERD/HORT.CON,CASTILLA Y LEON,836.85422
2014,"MERMELADAS,CONFIT.",CASTILLA Y LEON,1665.5705
2014,FRUTA CONS/ALMIBAR,CASTILLA Y LEON,2364.2892
2014,FRUTA ESCARCHADA,CASTILLA Y LEON,54.591972999999996
2014,RESTO FRUTA CONSER,CASTILLA Y LEON,407.36559
2014,VERD./HORT.CONGELAD,CASTILLA Y LEON,6141.694893
2014,GUISANTES,CASTILLA Y LEON,1359.28737
2014,PIMIENTOS,CASTILLA Y LEON,45.171098
2014,MENESTRA,CASTILLA Y LEON,637.3977999999998
2014,FRUTAS CONGELADAS,CASTILLA Y LEON,27.374069
2014,P.P.CONSERVA CARNE,CASTILLA Y LEON,1465.6572
2014,P.P.CONSERV PESCADO,CASTILLA Y LEON,108.580015
2014,P.P.CONSERVA PASTA,CASTILLA Y LEON,303.33314
2014,P.P.CONGELADO CARNE,CASTILLA Y LEON,1523.1197000000002
2014,P.P.CONGEL.PESCADO,CASTILLA Y LEON,2475.7375
2014,P.P.CONGEL.VEGETAL,CASTILLA Y LEON,793.99152
2014,P.P.CONGELADO PASTA,CASTILLA Y LEON,524.5009200000001
2014,OTROS P.P.CONGELADO,CASTILLA Y LEON,454.3649
2014,P.P.SOPAS Y CREMAS,CASTILLA Y LEON,9948.524700000002
2014,P.P.PIZZA,CASTILLA Y LEON,4404.856
2014,P.P.PASTA RESTO,CASTILLA Y LEON,378.7612899999999
2014,TORTILLAS REFRIGERAD,CASTILLA Y LEON,586.89154
2014,PLAT.PREP.OTROS,CASTILLA Y LEON,2988.6258000000003
2014,CAFE G. O M.TORREFAC,CASTILLA Y LEON,43.118882000000006
2014,CAFE G. O M.NATURAL,CASTILLA Y LEON,943.6723999999999
2014,CAFE G. O M.MEZCLA,CASTILLA Y LEON,1589.358
2014,CAFE G. O M.DESCA,CASTILLA Y LEON,429.54309
2014,CAFE SOLUBLE,CASTILLA Y LEON,694.7471300000002
2014,SUCEDANEOS DE CAFE,CASTILLA Y LEON,139.684766
2014,TE,CASTILLA Y LEON,77.383171
2014,MANZANILLA,CASTILLA Y LEON,42.453520999999995
2014,POLEO,CASTILLA Y LEON,16.233111
2014,OTRAS INFUSIONES,CASTILLA Y LEON,144.222395
2014,CALDOS,CASTILLA Y LEON,542.2674
2014,SALSAS,CASTILLA Y LEON,5306.628553
2014,AGUA DE BEBIDA ENVAS.,CASTILLA Y LEON,117457.68382699999
2014,GASEOSAS Y BEBID.REFR,CASTILLA Y LEON,93160.61886
2014,BASES PIZZAS Y MASAS HO,CASTILLA Y LEON,1519.23215
2014,HARINAS Y SEMOLAS,CASTILLA Y LEON,6247.220299999999
2014,ENCURTIDOS,CASTILLA Y LEON,1287.45103
2014,ESPECIAS Y CONDIMENTO,CASTILLA Y LEON,359.60889
2014,SAL,CASTILLA Y LEON,2618.9481
2014,OTROS PROD.EN PESO,CASTILLA Y LEON,1986.5572
2014,OTROS PROD.EN VOLUMEN,CASTILLA Y LEON,7391.188199999999
2015,T.HUEVOS KGS,CASTILLA Y LEON,22682.311660999996
2015,OTRAS AVES,CASTILLA Y LEON,11609.0861
2015,MIEL,CASTILLA Y LEON,1129.8031700000001
2015,SALCHICHAS FRESCAS,CASTILLA Y LEON,1948.53
2015,CARNE VACUNO,CASTILLA Y LEON,20997.745179999998
2015,CARNE POLLO,CASTILLA Y LEON,37027.227999999996
2015,CARNE CONEJO,CASTILLA Y LEON,4480.8461
2015,CARNE OVINO/CAPRINO,CASTILLA Y LEON,7278.863110000001
2015,CARNE CERDO,CASTILLA Y LEON,37497.812
2015,CARNE DESPOJOS,CASTILLA Y LEON,3742.5729999999994
2015,OTRAS CARNES FRESCA,CASTILLA Y LEON,7455.329699999999
2015,AVESTRUZ,CASTILLA Y LEON,2.253992
2015,PAVO,CASTILLA Y LEON,4295.9761
2015,OTRAS AVES,CASTILLA Y LEON,1009.4933899999999
2015,CARNE CONGELADA,CASTILLA Y LEON,2996.8162310000002
2015,C.CONG.POLLO,CASTILLA Y LEON,2116.2675
2015,C.CONG.CERDO,CASTILLA Y LEON,258.43924
2015,C.CONG.VACA,CASTILLA Y LEON,167.69528100000002
2015,SALCHICHAS CONGELAD,CASTILLA Y LEON,1.371318
2015,CARNE TRANSFORMADA,CASTILLA Y LEON,27896.854341
2015,TOCINO Y MANTECA,CASTILLA Y LEON,280.14053
2015,PAVO,CASTILLA Y LEON,0.0
2015,PESCADOS FRESCOS,CASTILLA Y LEON,39933.079305
2015,PESCADOS CONGELADOS,CASTILLA Y LEON,7740.496596000001
2015,MARISCO/MOLUSCO/CRUS,CASTILLA Y LEON,20216.086755
2015,CONS.PESCADO/MOLUSCO,CASTILLA Y LEON,10686.854767
2015,SALMON AHUMADO,CASTILLA Y LEON,275.9675
2015,TRUCHA AHUMADA,CASTILLA Y LEON,19.011860000000002
2015,OTROS AHUMADOS,CASTILLA Y LEON,217.60716999999997
2015,PESCADO SALADO,CASTILLA Y LEON,824.2883599999999
2015,LECHE CRUDA,CASTILLA Y LEON,4662.6682
2015,LECHE ENTERA,CASTILLA Y LEON,72130.99500000001
2015,LECHE DESNATADA,CASTILLA Y LEON,68777.807
2015,LECHE SEMIDESNATAD,CASTILLA Y LEON,98466.82999999999
2015,TOTAL OTRAS LECHES,CASTILLA Y LEON,1222.354537
2015,PREPARADOS LACTEOS,CASTILLA Y LEON,4167.537200000001
2015,BATIDOS DE LECHE,CASTILLA Y LEON,4658.718500000001
2015,BATIDOS DE YOGURT,CASTILLA Y LEON,2549.3679
2015,LECHES FERMENTADAS,CASTILLA Y LEON,38818.912
2015,MANTEQUILLA,CASTILLA Y LEON,525.26433
2015,QUESO,CASTILLA Y LEON,16858.744651
2015,HELADOS Y TARTAS,CASTILLA Y LEON,6945.577640000001
2015,NATA,CASTILLA Y LEON,2516.4181000000003
2015,NATILLAS,CASTILLA Y LEON,2335.4435
2015,FLANES PREPARADOS,CASTILLA Y LEON,1749.5657
2015,CUAJADAS,CASTILLA Y LEON,587.2918900000001
2015,CREMA DE CHOCOLATE,CASTILLA Y LEON,1288.2392999999997
2015,CREMA CATALANA,CASTILLA Y LEON,53.880337000000004
2015,POSTRES CON NATA,CASTILLA Y LEON,988.92201
2015,OT.DERIVADOS LACTEOS,CASTILLA Y LEON,2230.6677
2015,PAN,CASTILLA Y LEON,105467.78672999999
2015,BOLL./PAST.ENVASADA,CASTILLA Y LEON,11224.321499999998
2015,O.PASTEL/TARTA ENV,CASTILLA Y LEON,175.175643
2015,BOLL./PAST.GRANEL,CASTILLA Y LEON,3811.4945999999995
2015,O.PASTEL/TARTA GRA,CASTILLA Y LEON,317.414215
2015,GALLETAS ENVASADAS,CASTILLA Y LEON,16503.658949999997
2015,GALLETAS GRANEL,CASTILLA Y LEON,80.731558
2015,CEREALES DESAY.ENV.,CASTILLA Y LEON,3921.3486999999996
2015,PRODUCTOS NAVIDEÑOS,CASTILLA Y LEON,2117.324769
2015,CHOCOLATES/CACAOS/SUC,CASTILLA Y LEON,10242.54799
2015,TURRON DE CHOCOLATE,CASTILLA Y LEON,476.49532
2015,CACAO SOLUBLE,CASTILLA Y LEON,4492.6505
2015,ARROZ,CASTILLA Y LEON,7957.8996
2015,TOTAL PASTAS,CASTILLA Y LEON,9177.597017999999
2015,AZUCAR,CASTILLA Y LEON,12352.145199999999
2015,EDULCORANTES,CASTILLA Y LEON,152.105458
2015,LEGUMBRES SECAS,CASTILLA Y LEON,4956.4647
2015,LEGUMBRES COCIDAS,CASTILLA Y LEON,2236.3746000000006
2015,TOTAL ACEITES DE OLIVA,CASTILLA Y LEON,23989.285200000006
2015,ACEITE DE GIRASOL,CASTILLA Y LEON,11582.6155
2015,ACEITE DE MAIZ,CASTILLA Y LEON,79.495929
2015,ACEITE DE SOJA,CASTILLA Y LEON,0.0
2015,ACEITE DE SEMILLA,CASTILLA Y LEON,2408.68161
2015,ACEITE DE ORUJO,CASTILLA Y LEON,580.45417
2015,MARGARINA,CASTILLA Y LEON,1499.3075000000001
2015,ACEITUNAS,CASTILLA Y LEON,5573.95266
2015,VINAGRE,CASTILLA Y LEON,3026.4263
2015,TOTAL ZUMO Y NECTAR,CASTILLA Y LEON,21460.142179
2015,ZUMOS DE HORTALIZAS,CASTILLA Y LEON,85.19246899999999
2015,PATATAS FRESCAS,CASTILLA Y LEON,49795.264
2015,PATATAS CONGELADAS,CASTILLA Y LEON,1424.77197
2015,PATATAS PROCESADAS,CASTILLA Y LEON,2262.5494
2015,TOMATES,CASTILLA Y LEON,30550.900000000005
2015,CEBOLLAS,CASTILLA Y LEON,17431.9378
2015,AJOS,CASTILLA Y LEON,3087.7323000000006
2015,COLES,CASTILLA Y LEON,5840.2221
2015,PEPINOS,CASTILLA Y LEON,4306.9696
2015,JUDIAS VERDES,CASTILLA Y LEON,7370.559499999999
2015,PIMIENTOS,CASTILLA Y LEON,13663.0154
2015,CHAMPIÑONES+O.SETAS,CASTILLA Y LEON,2475.32
2015,LECHUGA/ESC./ENDIVIA,CASTILLA Y LEON,11703.2709
2015,ESPARRAGOS,CASTILLA Y LEON,761.7382300000002
2015,VERDURAS DE HOJA,CASTILLA Y LEON,2734.2111999999997
2015,BERENJENAS,CASTILLA Y LEON,2251.076
2015,ZANAHORIAS,CASTILLA Y LEON,8593.471099999999
2015,CALABACINES,CASTILLA Y LEON,8628.8702
2015,OTR.HORTALIZAS/VERD.,CASTILLA Y LEON,17933.4199
2015,ALCACHOFAS,CASTILLA Y LEON,0.0
2015,NARANJAS,CASTILLA Y LEON,72653.80699999999
2015,MANDARINAS,CASTILLA Y LEON,18449.8763
2015,LIMONES,CASTILLA Y LEON,6037.732599999999
2015,PLATANOS,CASTILLA Y LEON,27316.836000000003
2015,MANZANAS,CASTILLA Y LEON,33691.525
2015,MELOCOTONES,CASTILLA Y LEON,8685.191538
2015,ALBARICOQUES,CASTILLA Y LEON,2819.8299960000004
2015,FRESAS/FRESON,CASTILLA Y LEON,6386.420320000001
2015,MELON,CASTILLA Y LEON,21557.2082
2015,SANDIA,CASTILLA Y LEON,22440.93439
2015,CIRUELAS,CASTILLA Y LEON,5541.59591
2015,CEREZAS,CASTILLA Y LEON,3020.1054090000002
2015,UVAS,CASTILLA Y LEON,7750.934670000001
2015,KIWI,CASTILLA Y LEON,9012.1899
2015,AGUACATE,CASTILLA Y LEON,1464.79396
2015,PIÑA,CASTILLA Y LEON,4358.657
2015,OTRAS FRUTAS FRESCAS,CASTILLA Y LEON,13160.618299999998
2015,FRUTOS SECOS,CASTILLA Y LEON,8110.608248
2015,GUISANTES,CASTILLA Y LEON,890.57865
2015,JUDIAS VERDES,CASTILLA Y LEON,886.5136299999999
2015,PIMIENTOS,CASTILLA Y LEON,1338.7787700000001
2015,ESPARRAGOS,CASTILLA Y LEON,1588.56223
2015,ALCACHOFAS,CASTILLA Y LEON,527.51093
2015,CHAMPIÑOSNES+SETAS,CASTILLA Y LEON,1324.22896
2015,MAIZ DULCE,CASTILLA Y LEON,655.1671399999999
2015,MENESTRA,CASTILLA Y LEON,450.64615000000003
2015,TOMATES,CASTILLA Y LEON,12876.701855999998
2015,TOMATE FRITO,CASTILLA Y LEON,10943.0308
2015,OTRA VERD/HORT.CON,CASTILLA Y LEON,806.49175
2015,"MERMELADAS,CONFIT.",CASTILLA Y LEON,1613.8492
2015,FRUTA CONS/ALMIBAR,CASTILLA Y LEON,2343.32028
2015,FRUTA ESCARCHADA,CASTILLA Y LEON,55.075962
2015,RESTO FRUTA CONSER,CASTILLA Y LEON,485.79278999999997
2015,VERD./HORT.CONGELAD,CASTILLA Y LEON,5984.189501000001
2015,GUISANTES,CASTILLA Y LEON,1262.49946
2015,PIMIENTOS,CASTILLA Y LEON,50.280395999999996
2015,MENESTRA,CASTILLA Y LEON,695.88472
2015,FRUTAS CONGELADAS,CASTILLA Y LEON,12.468014000000002
2015,P.P.CONSERVA CARNE,CASTILLA Y LEON,1415.5351
2015,P.P.CONSERV PESCADO,CASTILLA Y LEON,144.059351
2015,P.P.CONSERVA PASTA,CASTILLA Y LEON,251.50051
2015,P.P.CONGELADO CARNE,CASTILLA Y LEON,1278.83631
2015,P.P.CONGEL.PESCADO,CASTILLA Y LEON,2409.1357
2015,P.P.CONGEL.VEGETAL,CASTILLA Y LEON,787.07222
2015,P.P.CONGELADO PASTA,CASTILLA Y LEON,566.44217
2015,OTROS P.P.CONGELADO,CASTILLA Y LEON,412.16308000000004
2015,P.P.SOPAS Y CREMAS,CASTILLA Y LEON,9913.9682
2015,P.P.PIZZA,CASTILLA Y LEON,4452.01
2015,P.P.PASTA RESTO,CASTILLA Y LEON,386.70348
2015,TORTILLAS REFRIGERAD,CASTILLA Y LEON,575.9708799999999
2015,PLAT.PREP.OTROS,CASTILLA Y LEON,2684.4114
2015,CAFE G. O M.TORREFAC,CASTILLA Y LEON,35.284268999999995
2015,CAFE G. O M.NATURAL,CASTILLA Y LEON,834.34066
2015,CAFE G. O M.MEZCLA,CASTILLA Y LEON,1567.9037
2015,CAFE G. O M.DESCA,CASTILLA Y LEON,449.08197999999993
2015,CAFE SOLUBLE,CASTILLA Y LEON,710.29073
2015,SUCEDANEOS DE CAFE,CASTILLA Y LEON,123.315012
2015,TE,CASTILLA Y LEON,68.19329
2015,MANZANILLA,CASTILLA Y LEON,45.156831
2015,POLEO,CASTILLA Y LEON,20.196818
2015,OTRAS INFUSIONES,CASTILLA Y LEON,102.616141
2015,CALDOS,CASTILLA Y LEON,564.4087499999999
2015,SALSAS,CASTILLA Y LEON,5513.790078999999
2015,AGUA DE BEBIDA ENVAS.,CASTILLA Y LEON,120236.85591999999
2015,GASEOSAS Y BEBID.REFR,CASTILLA Y LEON,91221.63272999998
2015,BASES PIZZAS Y MASAS HO,CASTILLA Y LEON,1445.5321500000002
2015,HARINAS Y SEMOLAS,CASTILLA Y LEON,5747.1954
2015,ENCURTIDOS,CASTILLA Y LEON,1390.7924500000001
2015,ESPECIAS Y CONDIMENTO,CASTILLA Y LEON,314.45295
2015,SAL,CASTILLA Y LEON,2501.3396
2015,OTROS PROD.EN PESO,CASTILLA Y LEON,2002.0520999999999
2015,OTROS PROD.EN VOLUMEN,CASTILLA Y LEON,8028.447899999998
2016,T.HUEVOS KGS,CASTILLA Y LEON,23466.750926
2016,OTRAS AVES,CASTILLA Y LEON,7767.7646
2016,MIEL,CASTILLA Y LEON,1019.1637390000001
2016,SALCHICHAS FRESCAS,CASTILLA Y LEON,1984.3053999999997
2016,CARNE VACUNO,CASTILLA Y LEON,19071.391809999997
2016,CARNE POLLO,CASTILLA Y LEON,38378.0674
2016,CARNE CONEJO,CASTILLA Y LEON,4077.4831999999997
2016,CARNE OVINO/CAPRINO,CASTILLA Y LEON,6984.759579999999
2016,CARNE CERDO,CASTILLA Y LEON,34240.740999999995
2016,CARNE DESPOJOS,CASTILLA Y LEON,4051.7933
2016,OTRAS CARNES FRESCA,CASTILLA Y LEON,7821.263400000001
2016,AVESTRUZ,CASTILLA Y LEON,18.571991999999998
2016,PAVO,CASTILLA Y LEON,4557.876700000001
2016,OTRAS AVES,CASTILLA Y LEON,748.83948
2016,CARNE CONGELADA,CASTILLA Y LEON,2430.9847169999994
2016,C.CONG.POLLO,CASTILLA Y LEON,1602.0732500000004
2016,C.CONG.CERDO,CASTILLA Y LEON,318.259012
2016,C.CONG.VACA,CASTILLA Y LEON,109.739055
2016,SALCHICHAS CONGELAD,CASTILLA Y LEON,0.0
2016,CARNE TRANSFORMADA,CASTILLA Y LEON,27342.142674000002
2016,TOCINO Y MANTECA,CASTILLA Y LEON,340.18937
2016,PAVO,CASTILLA Y LEON,0.0
2016,PESCADOS FRESCOS,CASTILLA Y LEON,37683.600129
2016,PESCADOS CONGELADOS,CASTILLA Y LEON,7144.706513000001
2016,MARISCO/MOLUSCO/CRUS,CASTILLA Y LEON,17952.053943
2016,CONS.PESCADO/MOLUSCO,CASTILLA Y LEON,10863.202688999998
2016,SALMON AHUMADO,CASTILLA Y LEON,308.54149
2016,TRUCHA AHUMADA,CASTILLA Y LEON,18.409173
2016,OTROS AHUMADOS,CASTILLA Y LEON,195.661036
2016,PESCADO SALADO,CASTILLA Y LEON,1102.03571
2016,LECHE CRUDA,CASTILLA Y LEON,3929.3520999999996
2016,LECHE ENTERA,CASTILLA Y LEON,68435.19099999999
2016,LECHE DESNATADA,CASTILLA Y LEON,65654.554
2016,LECHE SEMIDESNATAD,CASTILLA Y LEON,98423.054
2016,TOTAL OTRAS LECHES,CASTILLA Y LEON,1448.8420729999998
2016,PREPARADOS LACTEOS,CASTILLA Y LEON,3348.7568000000006
2016,BATIDOS DE LECHE,CASTILLA Y LEON,4691.7066
2016,BATIDOS DE YOGURT,CASTILLA Y LEON,2678.2019999999993
2016,LECHES FERMENTADAS,CASTILLA Y LEON,39187.492
2016,MANTEQUILLA,CASTILLA Y LEON,552.66278
2016,QUESO,CASTILLA Y LEON,17061.261042000002
2016,HELADOS Y TARTAS,CASTILLA Y LEON,6925.04579
2016,NATA,CASTILLA Y LEON,2558.5646000000006
2016,NATILLAS,CASTILLA Y LEON,1928.1380200000003
2016,FLANES PREPARADOS,CASTILLA Y LEON,1689.2883000000002
2016,CUAJADAS,CASTILLA Y LEON,443.27627
2016,CREMA DE CHOCOLATE,CASTILLA Y LEON,1326.62588
2016,CREMA CATALANA,CASTILLA Y LEON,54.871218000000006
2016,POSTRES CON NATA,CASTILLA Y LEON,1025.1167899999998
2016,OT.DERIVADOS LACTEOS,CASTILLA Y LEON,1982.6242
2016,PAN,CASTILLA Y LEON,101639.35654000001
2016,BOLL./PAST.ENVASADA,CASTILLA Y LEON,11876.611799999999
2016,O.PASTEL/TARTA ENV,CASTILLA Y LEON,160.657586
2016,BOLL./PAST.GRANEL,CASTILLA Y LEON,3859.3618
2016,O.PASTEL/TARTA GRA,CASTILLA Y LEON,234.11624999999998
2016,GALLETAS ENVASADAS,CASTILLA Y LEON,15910.475419999999
2016,GALLETAS GRANEL,CASTILLA Y LEON,91.97496500000001
2016,CEREALES DESAY.ENV.,CASTILLA Y LEON,3787.2059
2016,PRODUCTOS NAVIDEÑOS,CASTILLA Y LEON,2015.961407
2016,CHOCOLATES/CACAOS/SUC,CASTILLA Y LEON,9985.057483
2016,TURRON DE CHOCOLATE,CASTILLA Y LEON,502.758953
2016,CACAO SOLUBLE,CASTILLA Y LEON,4059.2329
2016,ARROZ,CASTILLA Y LEON,7688.7254
2016,TOTAL PASTAS,CASTILLA Y LEON,8743.044394
2016,AZUCAR,CASTILLA Y LEON,10764.0162
2016,EDULCORANTES,CASTILLA Y LEON,132.319465
2016,LEGUMBRES SECAS,CASTILLA Y LEON,4451.470600000001
2016,LEGUMBRES COCIDAS,CASTILLA Y LEON,2423.786
2016,TOTAL ACEITES DE OLIVA,CASTILLA Y LEON,23959.728
2016,ACEITE DE GIRASOL,CASTILLA Y LEON,11345.6152
2016,ACEITE DE MAIZ,CASTILLA Y LEON,34.895091
2016,ACEITE DE SOJA,CASTILLA Y LEON,0.0
2016,ACEITE DE SEMILLA,CASTILLA Y LEON,2015.53385
2016,ACEITE DE ORUJO,CASTILLA Y LEON,547.2752139999999
2016,MARGARINA,CASTILLA Y LEON,1391.75582
2016,ACEITUNAS,CASTILLA Y LEON,5338.7105599999995
2016,VINAGRE,CASTILLA Y LEON,2695.1310000000003
2016,TOTAL ZUMO Y NECTAR,CASTILLA Y LEON,21582.54385
2016,ZUMOS DE HORTALIZAS,CASTILLA Y LEON,170.45569999999998
2016,PATATAS FRESCAS,CASTILLA Y LEON,49438.27300000001
2016,PATATAS CONGELADAS,CASTILLA Y LEON,1139.78353
2016,PATATAS PROCESADAS,CASTILLA Y LEON,2351.7156
2016,TOMATES,CASTILLA Y LEON,28467.272
2016,CEBOLLAS,CASTILLA Y LEON,16588.4124
2016,AJOS,CASTILLA Y LEON,2968.3681000000006
2016,COLES,CASTILLA Y LEON,4365.1237
2016,PEPINOS,CASTILLA Y LEON,4473.3913999999995
2016,JUDIAS VERDES,CASTILLA Y LEON,5097.197599999999
2016,PIMIENTOS,CASTILLA Y LEON,12315.025399999999
2016,CHAMPIÑONES+O.SETAS,CASTILLA Y LEON,2486.7427
2016,LECHUGA/ESC./ENDIVIA,CASTILLA Y LEON,9851.2782
2016,ESPARRAGOS,CASTILLA Y LEON,940.081788
2016,VERDURAS DE HOJA,CASTILLA Y LEON,2228.0973
2016,BERENJENAS,CASTILLA Y LEON,2445.65023
2016,ZANAHORIAS,CASTILLA Y LEON,8679.1026
2016,CALABACINES,CASTILLA Y LEON,8989.6464
2016,OTR.HORTALIZAS/VERD.,CASTILLA Y LEON,17448.8521
2016,ALCACHOFAS,CASTILLA Y LEON,0.0
2016,NARANJAS,CASTILLA Y LEON,66014.47399999999
2016,MANDARINAS,CASTILLA Y LEON,17396.245267
2016,LIMONES,CASTILLA Y LEON,5976.382899999999
2016,PLATANOS,CASTILLA Y LEON,29095.731
2016,MANZANAS,CASTILLA Y LEON,31471.142
2016,MELOCOTONES,CASTILLA Y LEON,9034.55032
2016,ALBARICOQUES,CASTILLA Y LEON,2763.5856159999994
2016,FRESAS/FRESON,CASTILLA Y LEON,7660.701399999999
2016,MELON,CASTILLA Y LEON,23336.5261
2016,SANDIA,CASTILLA Y LEON,22593.824479999996
2016,CIRUELAS,CASTILLA Y LEON,2658.822382
2016,CEREZAS,CASTILLA Y LEON,2397.204618
2016,UVAS,CASTILLA Y LEON,4291.38405
2016,KIWI,CASTILLA Y LEON,9514.2228
2016,AGUACATE,CASTILLA Y LEON,1484.8607
2016,PIÑA,CASTILLA Y LEON,4472.018800000001
2016,OTRAS FRUTAS FRESCAS,CASTILLA Y LEON,13465.4768
2016,FRUTOS SECOS,CASTILLA Y LEON,6145.636359
2016,GUISANTES,CASTILLA Y LEON,914.7493299999999
2016,JUDIAS VERDES,CASTILLA Y LEON,1045.3548299999998
2016,PIMIENTOS,CASTILLA Y LEON,1265.5351799999999
2016,ESPARRAGOS,CASTILLA Y LEON,1797.6783
2016,ALCACHOFAS,CASTILLA Y LEON,562.47076
2016,CHAMPIÑOSNES+SETAS,CASTILLA Y LEON,1400.4499999999998
2016,MAIZ DULCE,CASTILLA Y LEON,658.0107700000001
2016,MENESTRA,CASTILLA Y LEON,414.03711999999996
2016,TOMATES,CASTILLA Y LEON,12629.834655999999
2016,TOMATE FRITO,CASTILLA Y LEON,10855.104699999998
2016,OTRA VERD/HORT.CON,CASTILLA Y LEON,778.1877300000001
2016,"MERMELADAS,CONFIT.",CASTILLA Y LEON,1573.6778
2016,FRUTA CONS/ALMIBAR,CASTILLA Y LEON,2303.4596
2016,FRUTA ESCARCHADA,CASTILLA Y LEON,32.037462999999995
2016,RESTO FRUTA CONSER,CASTILLA Y LEON,240.15959
2016,VERD./HORT.CONGELAD,CASTILLA Y LEON,5806.312849
2016,GUISANTES,CASTILLA Y LEON,1261.8370700000003
2016,PIMIENTOS,CASTILLA Y LEON,55.341088
2016,MENESTRA,CASTILLA Y LEON,545.9295000000001
2016,FRUTAS CONGELADAS,CASTILLA Y LEON,33.695969999999996
2016,P.P.CONSERVA CARNE,CASTILLA Y LEON,1454.81059
